fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate
2018,3,7,27,Application Tooling Group,Americas,42,Assembled Applicators,1961.0,205605.55,20470.197,20687.278,2018-07-01,97.9,2.5
2019,3,7,28,Application Tooling Group,Americas,150,Miscellaneous Tools,617.0,130427.51,21272.448,21531.839,2019-07-01,98.4,3.0
2019,1,3,11,Application Tooling Group,Americas,150,Miscellaneous Tools,436.0,89490.34,21706.532,21013.085,2019-03-01,98.4,3.0
2017,3,9,37,Application Tooling Group,Americas,150,Miscellaneous Tools,259.0,55215.14,19304.506,19561.896,2017-09-01,95.1,1.75
2016,2,4,17,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,164.0,158700.65,18425.306,18611.617,2016-04-01,89.0,1.0
2019,3,8,33,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,145.0,88837.33,21272.448,21531.839,2019-08-01,89.8,2.75
2016,4,11,47,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,89.0,122476.79,18775.459,18968.041,2016-11-01,93.8,1.0
2016,1,3,12,Application Tooling Group,Americas,43,Pin Insertion Machines,-3.0,9193.88,18968.041,18425.306,2016-03-01,91.0,1.0
2019,3,8,32,Application Tooling Group,Americas,42,Assembled Applicators,2194.0,314755.85,21272.448,21531.839,2019-08-01,89.8,2.75
2016,1,2,6,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,203.0,142342.76,18968.041,18425.306,2016-02-01,91.7,1.0
2020,3,9,36,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,22.0,484.0,19636.731,21362.428,2020-09-01,80.4,0.25
2022,3,9,39,Application Tooling Group,Americas,48,Certified Hand Tools,245.0,147763.68,25248.476,25723.941,2022-09-01,58.6,
2022,3,7,27,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,9.0,587.9,25248.476,25723.941,2022-07-01,51.5,
2016,4,10,42,Application Tooling Group,Americas,389,Presses & Terminators,146.0,27269.69,18775.459,18968.041,2016-10-01,87.2,1.0
2019,4,11,45,Application Tooling Group,Americas,389,Presses & Terminators,89.0,46311.59,21531.839,21706.532,2019-11-01,96.8,2.25
2019,4,10,43,Application Tooling Group,Americas,150,Miscellaneous Tools,222.0,48381.41,21531.839,21706.532,2019-10-01,95.5,2.25
2016,1,3,11,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,22.0,305.0,18968.041,18425.306,2016-03-01,91.0,1.0
2018,3,9,39,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,50.0,23579.0,20470.197,20687.278,2018-09-01,100.1,2.75
2015,1,2,9,Application Tooling Group,Americas,43,Pin Insertion Machines,19.0,14926.12,18332.079,17991.348,2015-02-01,95.4,0.75
2015,2,5,22,Application Tooling Group,Americas,43,Pin Insertion Machines,24.0,11618.58,17991.348,18193.707,2015-05-01,90.7,0.75
2018,3,7,27,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,28561.96,20470.197,20687.278,2018-07-01,97.9,2.5
2015,4,12,52,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,228568.19,18306.96,18332.079,2015-12-01,92.6,1.0
2018,2,4,17,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,124882.79,20155.486,20470.197,2018-04-01,98.8,2.25
2022,4,11,45,Application Tooling Group,Americas,389,Presses & Terminators,110.0,25167.01,25723.941,26144.956,2022-11-01,56.8,
2016,1,3,12,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12253.0,45993.05,18968.041,18425.306,2016-03-01,91.0,1.0
2016,3,7,27,Application Tooling Group,Americas,148,Powered Crimp Tools,36.0,24388.21,18611.617,18775.459,2016-07-01,90.0,1.0
2017,2,6,25,Application Tooling Group,Americas,150,Miscellaneous Tools,502.0,78030.86,19148.194,19304.506,2017-06-01,95.0,1.75
2017,3,7,27,Application Tooling Group,Americas,148,Powered Crimp Tools,39.0,48733.3,19304.506,19561.896,2017-07-01,93.4,1.75
2016,3,8,32,Application Tooling Group,Americas,50,Insertion-Extraction Tools,10084.0,30622.94,18611.617,18775.459,2016-08-01,89.8,1.0
2020,1,3,10,Application Tooling Group,Americas,150,Miscellaneous Tools,292.0,76580.37,21704.706,21538.032,2020-03-01,89.1,0.25
2020,3,8,34,Application Tooling Group,Americas,150,Miscellaneous Tools,399.0,78472.64,19636.731,21362.428,2020-08-01,74.1,0.25
2017,2,6,25,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,268.0,25771.79,19148.194,19304.506,2017-06-01,95.0,1.75
2022,3,9,38,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,2.0,38197.32,25248.476,25723.941,2022-09-01,58.6,
2022,2,6,25,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,3.0,37864.89,24740.48,25248.476,2022-06-01,50.0,
2019,1,3,13,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,70.0,7892.53,21706.532,21013.085,2019-03-01,98.4,3.0
2017,3,8,31,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,58.0,11822.99,19304.506,19561.896,2017-08-01,96.8,1.75
2016,3,7,30,Application Tooling Group,Americas,43,Pin Insertion Machines,10.0,13752.43,18611.617,18775.459,2016-07-01,90.0,1.0
2018,1,2,8,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,17.0,105908.66,20819.269,20155.486,2018-02-01,99.7,2.0
2018,3,8,34,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,53.0,248322.0,20470.197,20687.278,2018-08-01,96.2,2.5
2017,1,2,5,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,88.0,11847.88,19894.75,19148.194,2017-02-01,96.3,1.25
2017,4,11,44,Application Tooling Group,Americas,42,Assembled Applicators,1759.0,248775.25,19561.896,19894.75,2017-11-01,98.5,1.75
2019,2,5,22,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,73.0,34847.47,21013.085,21272.448,2019-05-01,100.0,3.0
2019,4,10,42,Application Tooling Group,Americas,43,Pin Insertion Machines,19.0,37685.14,21531.839,21706.532,2019-10-01,95.5,2.25
2018,2,4,14,Application Tooling Group,Americas,389,Presses & Terminators,122.0,36643.56,20155.486,20470.197,2018-04-01,98.8,2.25
2015,2,6,26,Application Tooling Group,Americas,42,Assembled Applicators,3186.0,289837.19,17991.348,18193.707,2015-06-01,96.1,0.75
2019,4,11,46,Application Tooling Group,Americas,150,Miscellaneous Tools,430.0,73058.56,21531.839,21706.532,2019-11-01,96.8,2.25
2019,1,3,11,Application Tooling Group,Americas,148,Powered Crimp Tools,66.0,79589.96,21706.532,21013.085,2019-03-01,98.4,3.0
2015,3,8,31,Application Tooling Group,Americas,42,Assembled Applicators,1518.0,279105.02,18193.707,18306.96,2015-08-01,91.9,0.75
2015,3,7,28,Application Tooling Group,Americas,148,Powered Crimp Tools,53.0,67708.0,18193.707,18306.96,2015-07-01,93.1,0.75
2019,3,8,35,Application Tooling Group,Americas,48,Certified Hand Tools,161.0,95200.87,21272.448,21531.839,2019-08-01,89.8,2.75
2018,1,3,11,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,104.0,22349.93,20819.269,20155.486,2018-03-01,101.4,2.25
2018,4,10,41,Application Tooling Group,Americas,148,Powered Crimp Tools,76.0,133296.5,20687.278,20819.269,2018-10-01,98.6,2.75
2016,2,4,15,Application Tooling Group,Americas,42,Assembled Applicators,3842.0,316190.73,18425.306,18611.617,2016-04-01,89.0,1.0
2018,4,10,43,Application Tooling Group,Americas,389,Presses & Terminators,301.0,41922.04,20687.278,20819.269,2018-10-01,98.6,2.75
2019,4,10,43,Application Tooling Group,Americas,389,Presses & Terminators,94.0,111387.96,21531.839,21706.532,2019-10-01,95.5,2.25
2020,2,4,14,Application Tooling Group,Americas,148,Powered Crimp Tools,10.0,71334.24,21538.032,19636.731,2020-04-01,71.8,0.25
2021,3,7,28,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,152.0,20130.59,23046.934,23550.42,2021-07-01,81.2,0.25
2021,4,11,45,Application Tooling Group,Americas,50,Insertion-Extraction Tools,36089.0,57399.07,23550.42,24349.121,2021-11-01,67.4,
2019,3,9,36,Application Tooling Group,Americas,148,Powered Crimp Tools,21.0,34689.16,21272.448,21531.839,2019-09-01,93.2,2.5
2019,3,7,28,Application Tooling Group,Americas,43,Pin Insertion Machines,29.0,486012.54,21272.448,21531.839,2019-07-01,98.4,3.0
2015,4,11,45,Application Tooling Group,Americas,43,Pin Insertion Machines,70.0,15028.65,18306.96,18332.079,2015-11-01,91.3,0.75
2017,3,9,39,Application Tooling Group,Americas,43,Pin Insertion Machines,9.0,9541.88,19304.506,19561.896,2017-09-01,95.1,1.75
2016,3,9,38,Application Tooling Group,Americas,150,Miscellaneous Tools,258.0,51838.82,18611.617,18775.459,2016-09-01,91.2,1.0
2018,4,11,48,Application Tooling Group,Americas,150,Miscellaneous Tools,816.0,148489.71,20687.278,20819.269,2018-11-01,97.5,2.75
2017,3,8,33,Application Tooling Group,Americas,148,Powered Crimp Tools,77.0,126790.93,19304.506,19561.896,2017-08-01,96.8,1.75
2019,2,6,26,Application Tooling Group,Americas,150,Miscellaneous Tools,338.0,75712.57,21013.085,21272.448,2019-06-01,98.2,3.0
2019,2,5,20,Application Tooling Group,Americas,43,Pin Insertion Machines,19.0,16533.58,21013.085,21272.448,2019-05-01,100.0,3.0
2018,4,11,45,Application Tooling Group,Americas,42,Assembled Applicators,2216.0,310325.97,20687.278,20819.269,2018-11-01,97.5,2.75
2019,4,10,42,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,35.0,58135.41,21531.839,21706.532,2019-10-01,95.5,2.25
2022,1,1,1,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,0.0,-6.45,26144.956,24740.48,2022-01-01,67.2,
2022,1,2,6,Application Tooling Group,Americas,389,Presses & Terminators,135.0,41357.23,26144.956,24740.48,2022-02-01,62.8,
2021,3,8,35,Application Tooling Group,Americas,51,Connector Seating Machines,10.0,14400.82,23046.934,23550.42,2021-08-01,70.3,0.25
2020,1,2,9,Application Tooling Group,Americas,43,Pin Insertion Machines,2.0,699.09,21704.706,21538.032,2020-02-01,101.0,2.25
2022,1,2,9,Application Tooling Group,Americas,148,Powered Crimp Tools,18.0,19689.49,26144.956,24740.48,2022-02-01,62.8,
2022,4,12,50,Application Tooling Group,Americas,150,Miscellaneous Tools,332.0,70573.6,25723.941,26144.956,2022-12-01,59.7,
2016,3,8,34,Application Tooling Group,Americas,389,Presses & Terminators,228.0,342348.02,18611.617,18775.459,2016-08-01,89.8,1.0
2018,3,7,30,Application Tooling Group,Americas,148,Powered Crimp Tools,79.0,162981.16,20470.197,20687.278,2018-07-01,97.9,2.5
2022,3,9,38,Application Tooling Group,Americas,42,Assembled Applicators,2055.0,889749.79,25248.476,25723.941,2022-09-01,58.6,
2021,2,4,17,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,100.0,59633.61,22313.85,23046.934,2021-04-01,88.3,0.25
2016,4,11,47,Application Tooling Group,Americas,148,Powered Crimp Tools,51.0,54836.49,18775.459,18968.041,2016-11-01,93.8,1.0
2015,2,4,16,Application Tooling Group,Americas,51,Connector Seating Machines,50.0,118632.77,17991.348,18193.707,2015-04-01,95.9,0.75
2019,3,8,35,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,20.0,12002.43,21272.448,21531.839,2019-08-01,89.8,2.75
2022,1,3,13,Application Tooling Group,Americas,150,Miscellaneous Tools,533.0,92524.1,26144.956,24740.48,2022-03-01,59.4,
2022,3,7,30,Application Tooling Group,Americas,42,Assembled Applicators,2404.0,343675.15,25248.476,25723.941,2022-07-01,51.5,
2021,1,2,8,Application Tooling Group,Americas,389,Presses & Terminators,116.0,283821.97,24349.121,22313.85,2021-02-01,76.8,0.25
2021,2,5,21,Application Tooling Group,Americas,389,Presses & Terminators,269.0,283507.3,22313.85,23046.934,2021-05-01,82.9,0.25
2020,1,2,7,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,137678.72,21704.706,21538.032,2020-02-01,101.0,2.25
2021,3,7,27,Application Tooling Group,Americas,50,Insertion-Extraction Tools,7166.0,50209.58,23046.934,23550.42,2021-07-01,81.2,0.25
2021,2,5,20,Application Tooling Group,Americas,50,Insertion-Extraction Tools,14206.0,44886.06,22313.85,23046.934,2021-05-01,82.9,0.25
2022,3,7,29,Application Tooling Group,Americas,50,Insertion-Extraction Tools,9993.0,49956.96,25248.476,25723.941,2022-07-01,51.5,
2018,3,9,37,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,44.0,4991.49,20470.197,20687.278,2018-09-01,100.1,2.75
2022,4,11,44,Application Tooling Group,Americas,50,Insertion-Extraction Tools,16958.0,102743.56,25723.941,26144.956,2022-11-01,56.8,
2020,2,4,16,Application Tooling Group,Americas,148,Powered Crimp Tools,55.0,114666.05,21538.032,19636.731,2020-04-01,71.8,0.25
2020,1,2,9,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,9.0,3964.3,21704.706,21538.032,2020-02-01,101.0,2.25
2021,1,1,1,Application Tooling Group,Americas,389,Presses & Terminators,89.0,40953.66,24349.121,22313.85,2021-01-01,79.0,0.25
2021,4,12,50,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,8.0,1638.61,23550.42,24349.121,2021-12-01,70.6,
2020,2,5,22,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,68.0,36012.53,21538.032,19636.731,2020-05-01,72.3,0.25
2021,3,7,30,Application Tooling Group,Americas,150,Miscellaneous Tools,333.0,76012.76,23046.934,23550.42,2021-07-01,81.2,0.25
2019,1,1,1,Application Tooling Group,Americas,51,Connector Seating Machines,9.0,22945.92,21706.532,21013.085,2019-01-01,91.2,3.0
2018,4,11,44,Application Tooling Group,Americas,43,Pin Insertion Machines,12.0,5289.75,20687.278,20819.269,2018-11-01,97.5,2.75
2019,2,4,14,Application Tooling Group,Americas,51,Connector Seating Machines,10.0,53650.0,21013.085,21272.448,2019-04-01,97.2,3.0
2017,1,2,6,Application Tooling Group,Americas,51,Connector Seating Machines,5.0,3664.43,19894.75,19148.194,2017-02-01,96.3,1.25
2016,4,11,46,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,78.0,141532.9,18775.459,18968.041,2016-11-01,93.8,1.0
2022,1,2,6,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,10.0,958.35,26144.956,24740.48,2022-02-01,62.8,
2022,4,12,49,Application Tooling Group,Americas,43,Pin Insertion Machines,19.0,315071.0,25723.941,26144.956,2022-12-01,59.7,
2021,1,1,2,Application Tooling Group,Americas,389,Presses & Terminators,73.0,52383.7,24349.121,22313.85,2021-01-01,79.0,0.25
2022,3,7,27,Application Tooling Group,Americas,50,Insertion-Extraction Tools,13363.0,80009.92,25248.476,25723.941,2022-07-01,51.5,
2020,3,8,32,Application Tooling Group,Americas,389,Presses & Terminators,67.0,28220.33,19636.731,21362.428,2020-08-01,74.1,0.25
2022,2,5,20,Application Tooling Group,Americas,150,Miscellaneous Tools,139.0,43107.28,24740.48,25248.476,2022-05-01,58.4,
2016,1,2,7,Application Tooling Group,Americas,48,Certified Hand Tools,131.0,73557.74,18968.041,18425.306,2016-02-01,91.7,1.0
2015,1,2,6,Application Tooling Group,Americas,48,Certified Hand Tools,287.0,128409.27,18332.079,17991.348,2015-02-01,95.4,0.75
2016,3,9,39,Application Tooling Group,Americas,51,Connector Seating Machines,13.0,75521.92,18611.617,18775.459,2016-09-01,91.2,1.0
2019,4,12,51,Application Tooling Group,Americas,43,Pin Insertion Machines,130.0,25222.31,21531.839,21706.532,2019-12-01,99.3,2.25
2015,1,3,12,Application Tooling Group,Americas,43,Pin Insertion Machines,32.0,26709.9,18332.079,17991.348,2015-03-01,93.0,0.75
2016,3,8,33,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,299.0,30509.05,18611.617,18775.459,2016-08-01,89.8,1.0
2018,2,6,25,Application Tooling Group,Americas,43,Pin Insertion Machines,9.0,11083.58,20155.486,20470.197,2018-06-01,98.2,2.5
2019,4,12,51,Application Tooling Group,Americas,48,Certified Hand Tools,520.0,240054.0,21531.839,21706.532,2019-12-01,99.3,2.25
2015,3,9,38,Application Tooling Group,Americas,48,Certified Hand Tools,275.0,112780.53,18193.707,18306.96,2015-09-01,87.2,0.75
2016,4,12,50,Application Tooling Group,Americas,48,Certified Hand Tools,121.0,27383.17,18775.459,18968.041,2016-12-01,98.2,1.25
2017,2,5,21,Application Tooling Group,Americas,48,Certified Hand Tools,181.0,65202.3,19148.194,19304.506,2017-05-01,97.1,1.5
2018,2,4,14,Application Tooling Group,Americas,43,Pin Insertion Machines,18.0,12335.07,20155.486,20470.197,2018-04-01,98.8,2.25
2019,4,11,46,Application Tooling Group,Americas,148,Powered Crimp Tools,56.0,104896.49,21531.839,21706.532,2019-11-01,96.8,2.25
2015,3,7,30,Application Tooling Group,Americas,148,Powered Crimp Tools,218.0,94760.19,18193.707,18306.96,2015-07-01,93.1,0.75
2016,2,6,25,Application Tooling Group,Americas,51,Connector Seating Machines,24.0,84670.7,18425.306,18611.617,2016-06-01,93.5,1.0
2015,2,5,22,Application Tooling Group,Americas,148,Powered Crimp Tools,82.0,57963.65,17991.348,18193.707,2015-05-01,90.7,0.75
2018,3,8,31,Application Tooling Group,Americas,50,Insertion-Extraction Tools,8142.0,30521.1,20470.197,20687.278,2018-08-01,96.2,2.5
2021,4,12,50,Application Tooling Group,Americas,42,Assembled Applicators,1510.0,285855.88,23550.42,24349.121,2021-12-01,70.6,
2022,2,6,23,Application Tooling Group,Americas,43,Pin Insertion Machines,21.0,7582.25,24740.48,25248.476,2022-06-01,50.0,
2022,4,10,40,Application Tooling Group,Americas,42,Assembled Applicators,1819.0,254489.14,25723.941,26144.956,2022-10-01,59.9,
2022,3,9,36,Application Tooling Group,Americas,43,Pin Insertion Machines,108.0,-161813.53,25248.476,25723.941,2022-09-01,58.6,
2022,2,6,23,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12325.0,35821.14,24740.48,25248.476,2022-06-01,50.0,
2020,3,9,36,Application Tooling Group,Americas,50,Insertion-Extraction Tools,12625.0,47679.07,19636.731,21362.428,2020-09-01,80.4,0.25
2020,4,12,51,Application Tooling Group,Americas,43,Pin Insertion Machines,118.0,14708.05,21362.428,21704.706,2020-12-01,80.7,0.25
2015,4,10,43,Application Tooling Group,Americas,48,Certified Hand Tools,159.0,143751.51,18306.96,18332.079,2015-10-01,90.0,0.75
2016,4,12,52,Application Tooling Group,Americas,48,Certified Hand Tools,213.0,54741.32,18775.459,18968.041,2016-12-01,98.2,1.25
2017,1,3,11,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,7253.28,19894.75,19148.194,2017-03-01,96.9,1.5
2017,1,2,5,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,4848.92,19894.75,19148.194,2017-02-01,96.3,1.25
2018,1,2,5,Application Tooling Group,Americas,51,Connector Seating Machines,22.0,32890.57,20819.269,20155.486,2018-02-01,99.7,2.0
2016,3,8,35,Application Tooling Group,Americas,43,Pin Insertion Machines,25.0,10280.52,18611.617,18775.459,2016-08-01,89.8,1.0
2015,3,8,33,Application Tooling Group,Americas,50,Insertion-Extraction Tools,6843.0,42382.91,18193.707,18306.96,2015-08-01,91.9,0.75
2018,1,2,6,Application Tooling Group,Americas,148,Powered Crimp Tools,87.0,145631.92,20819.269,20155.486,2018-02-01,99.7,2.0
2017,2,4,14,Application Tooling Group,Americas,50,Insertion-Extraction Tools,13683.0,42204.05,19148.194,19304.506,2017-04-01,97.0,1.5
2018,1,3,12,Application Tooling Group,Americas,51,Connector Seating Machines,14.0,16577.55,20819.269,20155.486,2018-03-01,101.4,2.25
2015,1,1,4,Application Tooling Group,Americas,42,Assembled Applicators,2265.0,267058.41,18332.079,17991.348,2015-01-01,98.1,0.75
2016,4,11,46,Application Tooling Group,Americas,148,Powered Crimp Tools,37.0,50420.53,18775.459,18968.041,2016-11-01,93.8,1.0
2018,2,5,18,Application Tooling Group,Americas,389,Presses & Terminators,105.0,38217.29,20155.486,20470.197,2018-05-01,98.0,2.25
2019,4,11,44,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,179.0,18168.38,21531.839,21706.532,2019-11-01,96.8,2.25
2019,1,2,9,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,3975.0,21706.532,21013.085,2019-02-01,93.8,3.0
2021,4,12,52,Application Tooling Group,Americas,51,Connector Seating Machines,323.0,85537.62,23550.42,24349.121,2021-12-01,70.6,
2022,1,1,4,Application Tooling Group,Americas,51,Connector Seating Machines,1.0,23415.7,26144.956,24740.48,2022-01-01,67.2,
2019,3,9,38,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,99740.71,21272.448,21531.839,2019-09-01,93.2,2.5
2017,3,7,29,Application Tooling Group,Americas,50,Insertion-Extraction Tools,9970.0,31587.21,19304.506,19561.896,2017-07-01,93.4,1.75
2016,1,2,6,Application Tooling Group,Americas,51,Connector Seating Machines,9.0,75732.31,18968.041,18425.306,2016-02-01,91.7,1.0
2017,2,4,15,Application Tooling Group,Americas,148,Powered Crimp Tools,42.0,36832.28,19148.194,19304.506,2017-04-01,97.0,1.5
2018,4,11,46,Application Tooling Group,Americas,51,Connector Seating Machines,23.0,24826.62,20687.278,20819.269,2018-11-01,97.5,2.75
2015,3,8,32,Application Tooling Group,Americas,51,Connector Seating Machines,9.0,8565.04,18193.707,18306.96,2015-08-01,91.9,0.75
2015,1,1,2,Application Tooling Group,Americas,42,Assembled Applicators,1904.0,184312.97,18332.079,17991.348,2015-01-01,98.1,0.75
2016,1,2,8,Application Tooling Group,Americas,148,Powered Crimp Tools,36.0,78963.18,18968.041,18425.306,2016-02-01,91.7,1.0
2017,1,3,11,Application Tooling Group,Americas,150,Miscellaneous Tools,1526.0,153012.08,19894.75,19148.194,2017-03-01,96.9,1.5
2016,1,3,10,Application Tooling Group,Americas,50,Insertion-Extraction Tools,15494.0,63458.25,18968.041,18425.306,2016-03-01,91.0,1.0
2017,3,8,33,Application Tooling Group,Americas,50,Insertion-Extraction Tools,35642.0,57248.02,19304.506,19561.896,2017-08-01,96.8,1.75
2016,4,11,47,Application Tooling Group,Americas,50,Insertion-Extraction Tools,35908.0,63917.17,18775.459,18968.041,2016-11-01,93.8,1.0
2016,4,12,53,Application Tooling Group,Americas,50,Insertion-Extraction Tools,46952.0,64768.24,18775.459,18968.041,2016-12-01,98.2,1.25
2018,2,6,26,Application Tooling Group,Americas,148,Powered Crimp Tools,89.0,97211.03,20155.486,20470.197,2018-06-01,98.2,2.5
2019,4,10,40,Application Tooling Group,Americas,50,Insertion-Extraction Tools,14718.0,62406.83,21531.839,21706.532,2019-10-01,95.5,2.25
2020,2,5,21,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,190.0,51072.75,21538.032,19636.731,2020-05-01,72.3,0.25
2022,3,8,31,Application Tooling Group,Americas,43,Pin Insertion Machines,31.0,18460.75,25248.476,25723.941,2022-08-01,58.2,
2022,4,11,45,Application Tooling Group,Americas,43,Pin Insertion Machines,6.0,4174.35,25723.941,26144.956,2022-11-01,56.8,
2022,3,9,37,Application Tooling Group,Americas,42,Assembled Applicators,1385.0,234415.06,25248.476,25723.941,2022-09-01,58.6,
2021,3,7,27,Application Tooling Group,Americas,42,Assembled Applicators,1577.0,264605.72,23046.934,23550.42,2021-07-01,81.2,0.25
2021,4,11,47,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,12.0,49254.52,23550.42,24349.121,2021-11-01,67.4,
2020,1,3,13,Application Tooling Group,Americas,42,Assembled Applicators,203.0,27028.0,21704.706,21538.032,2020-03-01,89.1,0.25
2021,3,9,39,Application Tooling Group,Americas,50,Insertion-Extraction Tools,29150.0,96572.22,23046.934,23550.42,2021-09-01,72.8,
2016,1,1,1,Application Tooling Group,Americas,43,Pin Insertion Machines,17.0,3030.09,18968.041,18425.306,2016-01-01,92.0,1.0
2016,3,8,35,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,138.0,17109.99,18611.617,18775.459,2016-08-01,89.8,1.0
2017,3,9,37,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,12564.75,19304.506,19561.896,2017-09-01,95.1,1.75
2016,1,3,13,Application Tooling Group,Americas,389,Presses & Terminators,67.0,39357.9,18968.041,18425.306,2016-03-01,91.0,1.0
2016,1,1,4,Application Tooling Group,Americas,48,Certified Hand Tools,306.0,141001.28,18968.041,18425.306,2016-01-01,92.0,1.0
2018,4,11,46,Application Tooling Group,Americas,48,Certified Hand Tools,279.0,131394.66,20687.278,20819.269,2018-11-01,97.5,2.75
2018,1,3,11,Application Tooling Group,Americas,48,Certified Hand Tools,166.0,84021.96,20819.269,20155.486,2018-03-01,101.4,2.25
2022,2,6,23,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,91.0,22074.02,24740.48,25248.476,2022-06-01,50.0,
2022,1,3,11,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,12.0,909.93,26144.956,24740.48,2022-03-01,59.4,
2022,2,6,26,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,101.0,26286.44,24740.48,25248.476,2022-06-01,50.0,
2021,3,9,38,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,8506.97,23046.934,23550.42,2021-09-01,72.8,
2020,1,1,2,Application Tooling Group,Americas,43,Pin Insertion Machines,25.0,14457.28,21704.706,21538.032,2020-01-01,99.8,2.25
2021,1,1,3,Application Tooling Group,Americas,50,Insertion-Extraction Tools,11297.0,44559.49,24349.121,22313.85,2021-01-01,79.0,0.25
2015,1,1,4,Application Tooling Group,Americas,50,Insertion-Extraction Tools,21599.0,61425.61,18332.079,17991.348,2015-01-01,98.1,0.75
2018,1,2,8,Application Tooling Group,Americas,50,Insertion-Extraction Tools,4220.0,16789.22,20819.269,20155.486,2018-02-01,99.7,2.0
2017,2,4,14,Application Tooling Group,Americas,148,Powered Crimp Tools,27.0,44907.53,19148.194,19304.506,2017-04-01,97.0,1.5
2015,4,10,42,Application Tooling Group,Americas,148,Powered Crimp Tools,58.0,42118.13,18306.96,18332.079,2015-10-01,90.0,0.75
2019,2,6,25,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,203.0,70142.35,21013.085,21272.448,2019-06-01,98.2,3.0
2018,4,11,45,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,97.0,74304.94,20687.278,20819.269,2018-11-01,97.5,2.75
2019,3,8,35,Application Tooling Group,Americas,389,Presses & Terminators,185.0,65528.01,21272.448,21531.839,2019-08-01,89.8,2.75
2018,2,4,16,Application Tooling Group,Americas,43,Pin Insertion Machines,1.0,7309.65,20155.486,20470.197,2018-04-01,98.8,2.25
2018,3,8,31,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,10.0,1377.0,20470.197,20687.278,2018-08-01,96.2,2.5
2019,4,12,51,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,162.0,80705.83,21531.839,21706.532,2019-12-01,99.3,2.25
2017,4,11,45,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,105.0,22295.15,19561.896,19894.75,2017-11-01,98.5,1.75
2019,1,2,5,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,31.0,3185.2,21706.532,21013.085,2019-02-01,93.8,3.0
2017,2,4,17,Application Tooling Group,Americas,48,Certified Hand Tools,156.0,69249.85,19148.194,19304.506,2017-04-01,97.0,1.5
2019,4,12,50,Application Tooling Group,Americas,389,Presses & Terminators,90.0,89857.51,21531.839,21706.532,2019-12-01,99.3,2.25
