fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value
2020,1,1,3,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,14.0,375918.0,21704.706
2020,2,5,18,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,2982.0,97029.27,21538.032
2020,1,3,12,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,878.0,201152.44,21704.706
2020,3,8,33,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,9505.0,47193.72,19636.731
2020,1,2,7,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,9243.974,159813.41,21704.706
2020,1,1,3,"Aerospace, Defense & Marine",Americas,JC4,Other,771.0,-12975.35,21704.706
2020,1,2,6,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,8825.0,270255.53,21704.706
2022,3,7,29,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,558.0,458206.54,25248.476
2021,2,4,17,"Aerospace, Defense & Marine",Americas,JD1,ABC,10500.0,225170.43,22313.85
2021,2,5,22,"Aerospace, Defense & Marine",Americas,JD1,ABC,8747.0,119484.19,22313.85
2021,3,8,31,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,94.0,216502.27,23046.934
2022,3,7,27,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,23.0,6521.69,25248.476
2022,4,12,49,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,6934.0,316460.08,25723.941
2021,3,8,33,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",4166.0,336321.96,23046.934
2021,2,4,16,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,96977.0,211872.18,22313.85
2021,1,3,13,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,4856.0,357621.12,24349.121
2021,3,9,39,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,5913.0,114579.56,23046.934
2022,3,9,39,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,5674.0,55010.86,25248.476
2022,4,10,42,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,385.0,55828.02,25723.941
2020,3,7,27,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,802.0,-17493.82,19636.731
2020,4,10,43,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,22288.008,137255.85,21362.428
2020,2,5,18,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,9733.0,347325.06,21538.032
2020,1,1,4,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,3827.0,244673.35,21704.706
2020,3,7,30,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,3699.0,868270.19,19636.731
2020,3,8,35,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,1641.0,117093.64,19636.731
2020,2,4,17,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,17987.0,240907.94,21538.032
2020,2,5,20,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,14618.0,283700.33,21538.032
2020,4,12,50,"Aerospace, Defense & Marine",Americas,914,55 Cable,267422.681,299606.97,21362.428
2021,1,1,4,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",5540.0,255306.71,24349.121
2021,2,5,21,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,22161.0,45747.33,22313.85
2022,3,7,29,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,150.0,179835.88,25248.476
2021,3,7,30,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,7515.0,130715.38,23046.934
2021,2,6,26,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,4529.0,151129.41,22313.85
2021,3,8,35,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,45309.0,105035.04,23046.934
2022,4,11,48,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,8170.0,735727.71,25723.941
2021,1,3,11,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,1407.0,37631.8,24349.121
2021,1,3,13,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,532.0,2710.7,24349.121
2021,2,5,18,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,151250.0,98392.66,22313.85
2021,3,8,35,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,38994.3,230307.91,23046.934
2021,4,12,51,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,5825.0,46033.52,23550.42
2021,4,11,44,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,2055.0,58077.6,23550.42
2021,4,11,45,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,105941.0,264874.84,23550.42
2021,2,6,26,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,10.0,472896.15,22313.85
2021,4,10,42,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,109.0,167018.47,23550.42
2021,2,6,23,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,944.88,17955.69,22313.85
2021,4,11,48,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,1279.0,43980.79,23550.42
2021,2,6,23,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,10423.0,105411.07,22313.85
2022,2,4,17,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,4484.0,136703.48,24740.48
2021,2,4,15,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,480.0,90790.88,22313.85
2021,3,8,33,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,122479.613,166492.8,23046.934
2021,3,9,38,"Aerospace, Defense & Marine",Americas,JC3,Engine,2208.0,84117.55,23046.934
2021,4,10,41,"Aerospace, Defense & Marine",Americas,JD8,Signal,1093403.0,140696.57,23550.42
2022,1,2,5,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,10653.0,75175.52,26144.956
2022,3,8,31,"Aerospace, Defense & Marine",Americas,915,55 Wire,306467.35,95080.26,25248.476
2020,1,3,10,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,3915.0,300069.44,21704.706
2020,3,8,31,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,226.0,15758.51,19636.731
2020,4,10,43,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,4919.0,376355.46,21362.428
2020,4,12,52,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,982014.0,571511.27,21362.428
2020,3,9,37,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,48877.0,17867.2,19636.731
2022,1,3,10,"Aerospace, Defense & Marine",Americas,JD8,Signal,3054479.0,366848.13,26144.956
2022,1,1,4,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,298719.0,209827.33,26144.956
2022,2,4,15,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,610.0,17891.7,24740.48
2022,3,8,35,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,28261.409,140663.97,25248.476
2022,4,11,46,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,4405.0,150666.73,25723.941
2020,2,5,18,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2059.0,37340.62,21538.032
2020,2,5,22,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,51780.0,126475.67,21538.032
2020,4,10,41,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",1966.0,72044.82,21362.428
2020,3,8,32,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,319.0,22332.34,19636.731
2020,1,1,4,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,2816.0,130830.01,21704.706
2020,3,7,30,"Aerospace, Defense & Marine",Americas,JD2,369,1845.0,25403.03,19636.731
2020,4,12,52,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,2212.0,320919.04,21362.428
2021,3,9,39,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,9292.0,298666.72,23046.934
2021,4,10,41,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,32.0,46787.7,23550.42
2021,2,5,20,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,4553.0,317961.73,22313.85
2020,1,1,3,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,84863.361,112491.03,21704.706
2020,1,2,6,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,148.0,77452.59,21704.706
2020,3,9,37,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,897.0,93249.73,19636.731
2020,1,1,4,"Aerospace, Defense & Marine",Americas,K80,Rochester Wire,294232.0,248804.91,21704.706
2022,1,2,5,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,1116.0,100167.98,26144.956
2021,1,1,4,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,1397.0,130486.22,24349.121
2020,1,3,13,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,7347.204,70346.62,21704.706
2022,3,7,27,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,1133.0,59990.03,25248.476
2022,4,11,44,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,1220.0,82880.49,25723.941
2021,1,1,1,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,101.0,67640.99,24349.121
2021,3,7,27,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,24.0,25099.6,23046.934
2021,1,2,9,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,1308.0,40699.08,24349.121
2021,2,4,15,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,1144.0,56513.37,22313.85
2021,4,12,52,"Aerospace, Defense & Marine",Americas,088,G Series Products,103.0,-7661.54,23550.42
2020,2,5,21,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,50543.0,171955.75,21538.032
2021,2,5,19,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,75.0,2550.0,22313.85
2020,1,2,5,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,35.0,12689.34,21704.706
2020,4,12,49,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,4625.34,73414.36,21362.428
2022,1,1,1,"Aerospace, Defense & Marine",Americas,B55,Rugged Whisper,9.0,13133.22,26144.956
2022,2,4,14,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,5.0,5405.33,24740.48
2021,2,4,17,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,-600.0,-8094.0,22313.85
2021,4,10,42,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,30207.0,40968.0,23550.42
2022,4,10,42,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,4850.0,170239.4,25723.941
2021,4,11,47,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,3876.0,23704.13,23550.42
2020,2,5,20,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,1289.0,286958.15,21538.032
2020,3,7,27,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,3870.0,313701.96,19636.731
2021,2,6,26,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,11544.3,311945.31,22313.85
2022,4,12,53,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,7810.0,212424.87,25723.941
2022,1,1,3,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,7032.0,212460.79,26144.956
2021,1,2,5,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,1463.0,39878.52,24349.121
2021,3,9,36,"Aerospace, Defense & Marine",Americas,915,55 Wire,637045.716,170972.61,23046.934
2022,4,11,45,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,3034.0,91717.76,25723.941
2022,1,1,1,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,12643.0,129273.34,26144.956
2022,4,12,49,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,1030.0,154623.22,25723.941
2022,2,6,23,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,10322.0,87905.34,24740.48
2020,2,6,25,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,117.0,270882.82,21538.032
2020,2,6,23,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,1787.0,114016.12,21538.032
2020,1,3,11,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,386004.0,184865.47,21704.706
2020,4,11,48,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,38282.727,261393.27,21362.428
2020,4,10,42,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,23772.0,176167.23,21362.428
2020,1,2,8,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2385.0,54146.54,21704.706
2022,2,6,23,"Aerospace, Defense & Marine",Americas,JD8,Signal,692442.0,91142.23,24740.48
2022,1,1,3,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,23.0,102929.7,26144.956
2022,2,5,19,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,6.0,10222.0,24740.48
2022,1,3,11,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,9.0,1750.0,26144.956
2020,4,11,45,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,5947.0,81445.73,21362.428
2020,4,11,45,"Aerospace, Defense & Marine",Americas,915,55 Wire,462535.219,105062.18,21362.428
2020,4,11,47,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,103103.0,92999.82,21362.428
2020,4,11,45,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,247.0,288521.29,21362.428
2020,4,10,40,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,615.0,56224.56,21362.428
2020,3,7,27,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,4986.223,115024.19,19636.731
2022,2,5,19,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,6301.0,23670.06,24740.48
2022,1,3,12,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,456.0,31186.26,26144.956
2022,1,2,9,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,20456.92,134439.58,26144.956
2022,2,5,21,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1763.0,22584.35,24740.48
2021,1,3,11,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,5111.0,282292.51,24349.121
2016,4,12,50,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,1522.0,79882.89,18775.459
2016,4,12,52,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,263.0,610903.55,18775.459
2018,4,11,44,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,42198.0,74679.4,20687.278
2017,3,8,33,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,253493.512,184067.84,19304.506
2016,2,6,25,"Aerospace, Defense & Marine",Americas,JB3,Rochester MUX,11000.0,107250.0,18425.306
2017,4,11,48,"Aerospace, Defense & Marine",Americas,JB3,Rochester MUX,11000.0,110220.0,19561.896
2016,1,2,7,"Aerospace, Defense & Marine",Americas,JD2,369,2188.0,9626.28,18968.041
2019,2,4,14,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,1785.0,78366.72,21013.085
2015,2,5,22,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,919.0,118233.79,17991.348
2019,1,2,9,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,4535.0,-72285.34,21706.532
2019,2,6,25,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,229.0,31996.01,21013.085
2017,3,8,32,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,0.0,-379.6,19304.506
2017,3,9,38,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,1152.0,177292.62,19304.506
2019,4,12,52,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,1103.0,149571.77,21531.839
2019,3,9,38,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,12738.0,64567.65,21272.448
2015,4,10,43,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,31579.0,358546.21,18306.96
2017,4,12,49,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,961.0,40875.7,19561.896
2017,1,2,7,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,21900.0,174451.82,19894.75
2015,3,9,38,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,6607.0,88533.03,18193.707
2018,2,4,16,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,7380.0,61442.2,20155.486
2017,3,8,33,"Aerospace, Defense & Marine",Americas,JD1,ABC,3588.0,88233.78,19304.506
2017,2,6,23,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,16318.0,162457.04,19148.194
2016,2,5,18,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,465.0,3483.5,18425.306
2016,2,4,14,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,13086.893,34200.79,18425.306
2017,1,2,7,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,7379.512,76519.22,19894.75
2017,2,4,17,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,2820.314,50458.94,19148.194
2017,1,3,13,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,4360.0,262292.87,19894.75
2016,2,4,14,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,1747.0,35135.83,18425.306
2018,3,7,30,"Aerospace, Defense & Marine",Americas,915,55 Wire,1640223.287,403513.08,20470.197
2016,4,10,40,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,342.0,147522.64,18775.459
2019,4,10,43,"Aerospace, Defense & Marine",Americas,712,System 6,202361.0,79803.43,21531.839
2018,3,8,31,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,52.0,-767.94,20470.197
2015,2,4,14,"Aerospace, Defense & Marine",Americas,JD8,Signal,18540.0,35969.8,17991.348
2019,4,11,48,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,75.0,474495.85,21531.839
2019,1,3,10,"Aerospace, Defense & Marine",Americas,257,ARINC Products,137.0,14181.24,21706.532
2015,1,1,4,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,3390.0,23120.18,18332.079
2015,3,8,33,"Aerospace, Defense & Marine",Americas,JC4,Other,20756.0,171290.64,18193.707
2015,1,1,1,"Aerospace, Defense & Marine",Americas,JC4,Other,23676.0,297270.36,18332.079
2019,2,6,23,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,2861.0,70387.01,21013.085
2016,1,1,2,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,22161.0,187511.61,18968.041
2019,2,4,16,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,3550.0,162828.6,21013.085
2019,1,3,13,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,103.0,180732.47,21706.532
2020,3,8,31,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,436.0,40218.78,19636.731
2022,2,4,15,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,3611.0,44397.38,24740.48
2022,2,5,22,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,1975.0,2942.75,24740.48
2022,3,7,27,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,5.0,2284.5,25248.476
2021,4,11,46,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,12141.68,14971.3,23550.42
2020,3,8,31,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,0.0,-5269.84,19636.731
2021,4,12,52,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,640.0,162683.91,23550.42
2021,1,3,10,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,1059.0,18652.17,24349.121
2022,2,6,26,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,50927.203,394163.89,24740.48
2020,4,11,47,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,73.0,33106.67,21362.428
2022,4,11,45,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,37.0,33101.43,25723.941
2022,1,1,2,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,8306.244,199223.38,26144.956
2022,4,12,50,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,199506.0,1380145.75,25723.941
2021,4,12,49,"Aerospace, Defense & Marine",Americas,B55,Rugged Whisper,68.0,128915.76,23550.42
2022,2,6,24,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,879.0,72981.02,24740.48
2022,1,1,1,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,60.0,12180.46,26144.956
2022,4,12,53,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,4041.0,65990.99,25723.941
2021,2,4,15,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,2606.0,133175.34,22313.85
2017,3,9,38,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,79.0,69703.61,19304.506
2018,1,3,10,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,19248.0,65644.05,20819.269
2016,1,2,7,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,5056.0,59720.18,18968.041
2016,2,5,19,"Aerospace, Defense & Marine",Americas,915,55 Wire,783585.327,262280.01,18425.306
2017,2,6,24,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,142.0,96691.53,19148.194
2018,2,5,22,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,64687.223,449981.03,20155.486
2016,3,7,29,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,1450.848,48645.58,18611.617
2018,3,7,30,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,6822.0,39423.55,20470.197
2016,3,8,35,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,13644.0,24552.56,18611.617
2015,4,12,51,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,40.0,37466.01,18306.96
2017,3,7,29,"Aerospace, Defense & Marine",Americas,088,G Series Products,6327.0,7550.94,19304.506
2018,1,1,4,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,6785.848,352582.68,20819.269
2017,2,6,25,"Aerospace, Defense & Marine",Americas,088,G Series Products,58500.0,120313.81,19148.194
2015,1,2,7,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,1229.0,90068.72,18332.079
2016,3,9,39,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,11349.0,302334.13,18611.617
2018,3,7,28,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,4530.0,79992.19,20470.197
2015,4,11,45,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,24188.0,154234.91,18306.96
2015,4,12,50,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,6859.0,39463.93,18306.96
2019,4,10,40,"Aerospace, Defense & Marine",Americas,088,G Series Products,36160.0,68227.05,21531.839
2016,3,8,31,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,105002.0,288372.03,18611.617
2017,4,10,42,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,24092.0,233573.1,19561.896
2018,1,3,12,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,10175.041,135360.96,20819.269
2019,4,12,50,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,31.0,143566.76,21531.839
2017,3,9,36,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,4700.4,232980.99,19304.506
2015,1,2,6,"Aerospace, Defense & Marine",Americas,K79,Rochester EOP,10826.772,153450.0,18332.079
2019,3,7,28,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,502.0,50691.89,21272.448
2018,4,12,50,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,12643.0,93133.03,20687.278
2015,3,7,29,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,250.0,31308.7,18193.707
2019,3,7,30,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,3433.0,93298.83,21272.448
2016,4,10,41,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,447.0,61583.22,18775.459
2015,3,9,37,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,108.0,8084.75,18193.707
2015,3,9,38,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,454.0,56392.83,18193.707
2018,3,8,31,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,68.0,4486.64,20470.197
2019,1,2,6,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",2171.0,29237.31,21706.532
2017,4,11,48,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,128172.362,177744.23,19561.896
2019,1,3,13,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,54978.3,77209.16,21706.532
2019,1,2,8,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,1524.0,931.23,21706.532
2015,2,5,21,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,8870.0,1158000.5,17991.348
2015,3,7,30,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,33.0,5472.18,18193.707
2016,1,3,11,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,1195.0,156942.45,18968.041
2015,1,3,10,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,54372.0,323150.29,18332.079
2018,1,2,5,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,2135.0,244199.0,20819.269
2015,4,11,44,"Aerospace, Defense & Marine",Americas,547,MTC Solder,607.0,10011.5,18306.96
2019,4,12,52,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,28215.224,456918.0,21531.839
2015,4,10,42,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,927.0,149925.54,18306.96
2019,3,7,28,"Aerospace, Defense & Marine",Americas,JD1,ABC,9541.0,106310.79,21272.448
2016,4,10,43,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,2118.0,73768.91,18775.459
2016,1,3,13,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,54899.0,66000.25,18968.041
2018,3,9,38,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,1765.0,93665.13,20470.197
2018,3,7,29,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,1948.0,61556.08,20470.197
2016,2,5,18,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,5957.0,145862.23,18425.306
2015,3,7,29,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,331.0,59913.58,18193.707
2016,2,4,16,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,3312.0,123496.97,18425.306
2018,2,4,16,"Aerospace, Defense & Marine",Americas,JD1,ABC,6671.0,131218.51,20155.486
2018,1,2,5,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,17595.0,498334.37,20819.269
2015,1,1,3,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,120.0,13121.88,18332.079
2018,4,10,41,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,41.0,43793.41,20687.278
2018,3,7,28,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,2178.0,164046.44,20470.197
2016,1,2,7,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,42652.52,278006.0,18968.041
