fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,CSENT,Interest_rate,Inflation
2017,2,6,25,Appliances,Americas,094,"Pins, Plugs and Receptacles",2036403.0,69594.23,19148.194,95.0,1.75,2.13853
2015,3,8,31,Appliances,Americas,442,Power Key 5.0,345000.0,12165.49,18193.707,91.9,0.75,2.1802398
2018,4,12,49,Appliances,Americas,239,MICRO MATE-N-LOK,424752.0,54804.19,20687.278,98.3,3.0,2.46437
2018,3,7,28,Appliances,Americas,442,Power Key 5.0,955704.0,37042.46,20470.197,97.9,2.5,2.519634
2016,3,8,31,Appliances,Americas,344,Hermetic Cluster Blocks,2746500.0,45764.13,18611.617,89.8,1.0,2.7228064
2016,1,1,2,Appliances,Americas,344,Hermetic Cluster Blocks,2581000.0,63492.84,18968.041,92.0,1.0,2.4667222
2016,1,3,13,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1368460.0,87920.16,18968.041,91.0,1.0,2.531878
2015,3,9,39,Appliances,Americas,G59,Appliance Miniature PCB Relays,43305.0,19789.75,18193.707,87.2,0.75,2.279431
2015,2,4,17,Appliances,Americas,G59,Appliance Miniature PCB Relays,9750.0,402.44,17991.348,95.9,0.75,2.0631236
2017,3,9,38,Appliances,Americas,G59,Appliance Miniature PCB Relays,41223.0,15067.01,19304.506,95.1,1.75,2.106697
2018,4,12,51,Appliances,Americas,344,Hermetic Cluster Blocks,2467790.0,73662.31,20687.278,98.3,3.0,2.46437
2018,1,3,12,Appliances,Americas,344,Hermetic Cluster Blocks,1752948.0,16346.62,20819.269,101.4,2.25,2.369197
2021,1,3,13,Appliances,Americas,766,DW-ES/Auto Splice Seal,778681.0,69445.26,24349.121,84.9,0.25,1.706984
2020,2,4,16,Appliances,Americas,239,MICRO MATE-N-LOK,706342.0,110088.19,21538.032,71.8,0.25,2.226352
2020,4,10,43,Appliances,Americas,518,AMP Univ. and Power Double Lock,5519695.0,206490.12,21362.428,81.8,0.25,1.842159
2020,1,1,3,Appliances,Americas,518,AMP Univ. and Power Double Lock,1285408.0,35323.42,21704.706,99.8,2.25,2.797067
2020,1,1,3,Appliances,Americas,J35,Power Triple Lock,2200550.0,63386.73,21704.706,99.8,2.25,2.797067
2021,1,3,13,Appliances,Americas,G31,VAL-U-LOK,4643962.0,61792.16,24349.121,84.9,0.25,1.706984
2022,3,7,29,Appliances,Americas,213,Miscellaneous Open Barrel Products,3821023.0,50962.81,25248.476,51.5,,5.625329
2022,3,8,32,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,31710481.0,798877.27,25248.476,58.2,,5.991705
2021,4,11,48,Appliances,Americas,223,AMPLIVAR,17391390.0,203498.16,23550.42,67.4,,3.21432
2021,2,5,21,Appliances,Americas,223,AMPLIVAR,3081685.0,50929.17,22313.85,82.9,0.25,2.623164
2021,1,1,2,Appliances,Americas,326,FASTIN-FASTON,2532673.0,87861.67,24349.121,79.0,0.25,1.517012
2021,1,1,4,Appliances,Americas,JJ4,RAST 5 non-IDC,1841178.0,94512.01,24349.121,79.0,0.25,1.517012
2021,4,10,42,Appliances,Americas,103,MTA & SL 156,3392009.0,133604.99,23550.42,71.7,,3.035619
2021,1,1,3,Appliances,Americas,103,MTA & SL 156,3897127.0,147248.03,24349.121,79.0,0.25,1.517012
2022,4,11,44,Appliances,Americas,103,MTA & SL 156,3703790.0,257191.53,25723.941,56.8,,6.471178
2022,3,8,34,Appliances,Americas,103,MTA & SL 156,4169503.0,378781.31,25248.476,58.2,,5.991705
2022,4,10,42,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,14626770.0,714154.39,25723.941,59.9,,6.364809
2022,1,1,1,Appliances,Americas,715,Polyolefins ETC,1415434.6,137185.22,26144.956,67.2,,3.988659
2022,1,2,8,Appliances,Americas,327,Positive Lock,7846982.0,175178.73,26144.956,62.8,,4.30707
2022,1,2,8,Appliances,Americas,J35,Power Triple Lock,4400465.0,95221.71,26144.956,62.8,,4.30707
2022,4,12,52,Appliances,Americas,J35,Power Triple Lock,3897880.0,62622.53,25723.941,59.7,,6.617223
2022,2,6,24,Appliances,Americas,J35,Power Triple Lock,7075679.0,-19854.94,24740.48,50.0,,5.422337
2022,3,9,39,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3835212.0,831034.09,25248.476,58.6,,6.392795
2022,1,2,6,Appliances,Americas,766,DW-ES/Auto Splice Seal,1804420.0,306277.76,26144.956,62.8,,4.30707
2016,3,9,36,Appliances,Americas,326,FASTIN-FASTON,1903932.0,46165.06,18611.617,91.2,1.0,2.6321032
2016,2,4,15,Appliances,Americas,327,Positive Lock,2453935.0,54688.7,18425.306,89.0,1.0,2.537996
2018,1,1,1,Appliances,Americas,327,Positive Lock,4151440.0,90418.37,20819.269,95.7,2.0,2.166305
2019,2,6,23,Appliances,Americas,327,Positive Lock,3077980.0,105594.31,21013.085,98.2,3.0,2.421751
2019,3,9,37,Appliances,Americas,766,DW-ES/Auto Splice Seal,937062.0,75045.28,21272.448,93.2,2.5,2.606767
2017,2,5,19,Appliances,Americas,766,DW-ES/Auto Splice Seal,1032629.4,88009.38,19148.194,97.1,1.5,2.155911
2018,4,11,45,Appliances,Americas,326,FASTIN-FASTON,980338.0,46285.05,20687.278,97.5,2.75,2.476794
2018,1,1,2,Appliances,Americas,766,DW-ES/Auto Splice Seal,1357042.0,88778.32,20819.269,95.7,2.0,2.166305
2020,3,8,33,Appliances,Americas,095,Appliance Connectors,222000.0,16406.51,19636.731,74.1,0.25,2.288978
2022,4,12,53,Appliances,Americas,095,Appliance Connectors,299100.0,33715.33,25723.941,59.7,,6.617223
2022,4,12,49,Appliances,Americas,095,Appliance Connectors,283400.0,13270.17,25723.941,59.7,,6.617223
2021,2,5,20,Appliances,Americas,Z27,Relay T92,13800.0,35508.19,22313.85,82.9,0.25,2.623164
2021,3,8,32,Appliances,Americas,607,DW-All Other Dual Wall,536303.0,265988.5,23046.934,70.3,0.25,2.343064
2022,3,7,30,Appliances,Americas,607,DW-All Other Dual Wall,1263005.0,335586.7,25248.476,51.5,,5.625329
2020,4,10,42,Appliances,Americas,095,Appliance Connectors,684600.0,68721.65,21362.428,81.8,0.25,1.842159
2022,2,5,18,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,71964.6,24740.48,58.4,,4.985582
2021,2,4,14,Appliances,Americas,715,Polyolefins ETC,1478786.323,110994.29,22313.85,88.3,0.25,2.262331
2021,1,2,5,Appliances,Americas,J35,Power Triple Lock,3445560.0,23392.05,24349.121,76.8,0.25,1.527009
2021,2,6,25,Appliances,Americas,G59,Appliance Miniature PCB Relays,83579.0,23179.73,22313.85,85.5,0.25,2.588579
2020,2,4,16,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,13949329.0,555334.4,21538.032,71.8,0.25,2.226352
2020,3,8,35,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,17801479.0,329484.9,19636.731,74.1,0.25,2.288978
2020,3,9,37,Appliances,Americas,Z27,Relay T92,23760.0,47715.48,19636.731,80.4,0.25,2.077391
2020,1,1,4,Appliances,Americas,100,Economy Power,2548977.0,55010.68,21704.706,99.8,2.25,2.797067
2021,3,7,28,Appliances,Americas,607,DW-All Other Dual Wall,658400.0,181869.16,23046.934,81.2,0.25,2.315464
2015,2,5,21,Appliances,Americas,442,Power Key 5.0,324000.0,8763.92,17991.348,90.7,0.75,2.0668869
2018,2,4,15,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,22649641.0,459226.18,20155.486,98.8,2.25,2.493423
2015,3,7,30,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,23347789.0,417729.28,18193.707,93.1,0.75,2.1414477
2015,2,5,21,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2242385.0,95469.65,17991.348,90.7,0.75,2.0668869
2016,2,6,24,Appliances,Americas,326,FASTIN-FASTON,1981046.0,74147.7,18425.306,93.5,1.0,2.5689022
2016,1,1,1,Appliances,Americas,326,FASTIN-FASTON,1186095.0,28629.51,18968.041,92.0,1.0,2.4667222
2018,2,4,15,Appliances,Americas,326,FASTIN-FASTON,1636334.0,65228.03,20155.486,98.8,2.25,2.493423
2019,2,5,18,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2134150.0,88899.51,21013.085,100.0,3.0,2.39723
2017,1,3,12,Appliances,Americas,766,DW-ES/Auto Splice Seal,911120.0,76310.02,19894.75,96.9,1.5,2.453344
2022,1,3,10,Appliances,Americas,G59,Appliance Miniature PCB Relays,14172.0,-60150.1,26144.956,59.4,,4.558423
2020,2,5,21,Appliances,Americas,213,Miscellaneous Open Barrel Products,4170986.0,59960.19,21538.032,72.3,0.25,2.084208
2020,2,6,26,Appliances,Americas,326,FASTIN-FASTON,2055528.0,93738.8,21538.032,78.1,0.25,2.058146
2020,4,10,42,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,972037.0,85934.31,21362.428,81.8,0.25,1.842159
2020,3,9,39,Appliances,Americas,607,DW-All Other Dual Wall,1075955.0,212428.68,19636.731,80.4,0.25,2.077391
2020,3,9,38,Appliances,Americas,223,AMPLIVAR,5042255.0,26838.51,19636.731,80.4,0.25,2.077391
2020,3,8,32,Appliances,Americas,094,"Pins, Plugs and Receptacles",404354.0,7823.74,19636.731,74.1,0.25,2.288978
2020,3,8,32,Appliances,Americas,G31,VAL-U-LOK,298390.0,9430.82,19636.731,74.1,0.25,2.288978
2021,3,7,28,Appliances,Americas,100,Economy Power,2203758.0,45628.91,23046.934,81.2,0.25,2.315464
2022,2,6,24,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,16070650.0,973103.02,24740.48,50.0,,5.422337
2021,3,9,38,Appliances,Americas,223,AMPLIVAR,13483830.0,139818.62,23046.934,72.8,,2.638383
2021,2,4,17,Appliances,Americas,JJ4,RAST 5 non-IDC,1504625.0,80530.82,22313.85,88.3,0.25,2.262331
2022,2,6,24,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,613991.0,71637.9,24740.48,50.0,,5.422337
2022,4,12,50,Appliances,Americas,100,Economy Power,3986293.0,101711.75,25723.941,59.7,,6.617223
2022,1,1,2,Appliances,Americas,J35,Power Triple Lock,3293050.0,98955.22,26144.956,67.2,,3.988659
2022,1,1,3,Appliances,Americas,J35,Power Triple Lock,5231760.0,201838.72,26144.956,67.2,,3.988659
2022,2,6,25,Appliances,Americas,J35,Power Triple Lock,5069040.0,199801.48,24740.48,50.0,,5.422337
2022,3,8,35,Appliances,Americas,J35,Power Triple Lock,4459250.0,175371.14,25248.476,58.2,,5.991705
2021,2,4,14,Appliances,Americas,213,Miscellaneous Open Barrel Products,2075145.0,22730.66,22313.85,88.3,0.25,2.262331
2021,4,11,44,Appliances,Americas,344,Hermetic Cluster Blocks,3530500.0,104338.78,23550.42,67.4,,3.21432
2021,4,10,42,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1974010.0,77604.13,23550.42,71.7,,3.035619
2021,2,5,19,Appliances,Americas,607,DW-All Other Dual Wall,796365.0,201405.9,22313.85,82.9,0.25,2.623164
2021,4,10,41,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,41135.13,23550.42,71.7,,3.035619
2021,2,5,22,Appliances,Americas,095,Appliance Connectors,808800.0,84207.67,22313.85,82.9,0.25,2.623164
2022,3,8,35,Appliances,Americas,213,Miscellaneous Open Barrel Products,2708350.0,42995.67,25248.476,58.2,,5.991705
2022,2,5,22,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,4292787.0,472104.55,24740.48,58.4,,4.985582
2021,2,5,19,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3485339.0,353727.27,22313.85,82.9,0.25,2.623164
2021,4,10,42,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,29330166.0,483537.6,23550.42,71.7,,3.035619
2021,4,10,43,Appliances,Americas,217,Ultra-Fast,10122560.0,504022.62,23550.42,71.7,,3.035619
2021,2,4,17,Appliances,Americas,217,Ultra-Fast,8602153.0,379996.46,22313.85,88.3,0.25,2.262331
2021,3,8,31,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3008899.0,186385.09,23046.934,70.3,0.25,2.343064
2021,4,11,44,Appliances,Americas,103,MTA & SL 156,4444483.0,199759.54,23550.42,67.4,,3.21432
2021,1,1,2,Appliances,Americas,104,MTA 100 & CSTII 100,4299386.0,169969.0,24349.121,79.0,0.25,1.517012
2020,1,2,6,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,24198671.0,439239.62,21704.706,101.0,2.25,2.812936
2020,2,5,22,Appliances,Americas,715,Polyolefins ETC,3126008.571,178092.98,21538.032,72.3,0.25,2.084208
2022,3,7,29,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3009691.0,515943.54,25248.476,51.5,,5.625329
2022,2,5,19,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,33106360.0,868557.1,24740.48,58.4,,4.985582
2022,4,10,42,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,25469188.0,721977.06,25723.941,59.9,,6.364809
2021,1,3,12,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,29131878.0,295292.93,24349.121,84.9,0.25,1.706984
2021,2,6,23,Appliances,Americas,326,FASTIN-FASTON,1917498.0,45122.18,22313.85,85.5,0.25,2.588579
2021,1,1,4,Appliances,Americas,326,FASTIN-FASTON,2150270.0,67891.6,24349.121,79.0,0.25,1.517012
2021,3,7,27,Appliances,Americas,326,FASTIN-FASTON,2002624.0,80034.04,23046.934,81.2,0.25,2.315464
2021,4,12,49,Appliances,Americas,217,Ultra-Fast,12686347.0,617414.72,23550.42,70.6,,3.484143
2021,4,12,49,Appliances,Americas,G31,VAL-U-LOK,1493813.0,47758.7,23550.42,70.6,,3.484143
2021,1,3,11,Appliances,Americas,JJ4,RAST 5 non-IDC,1734233.0,90672.17,24349.121,84.9,0.25,1.706984
2021,3,8,31,Appliances,Americas,JJ4,RAST 5 non-IDC,2010215.0,162877.04,23046.934,70.3,0.25,2.343064
2021,2,5,18,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,298287.6,22313.85,82.9,0.25,2.623164
2021,2,5,21,Appliances,Americas,103,MTA & SL 156,4441766.0,188101.89,22313.85,82.9,0.25,2.623164
2021,2,6,24,Appliances,Americas,103,MTA & SL 156,6213442.0,271399.87,22313.85,85.5,0.25,2.588579
2021,4,12,50,Appliances,Americas,104,MTA 100 & CSTII 100,1398770.0,178878.53,23550.42,70.6,,3.484143
2019,1,3,12,Appliances,Americas,217,Ultra-Fast,5537750.0,146834.23,21706.532,98.4,3.0,2.399684
2015,3,7,27,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,452944.0,-750.08,18193.707,93.1,0.75,2.1414477
2018,2,4,16,Appliances,Americas,217,Ultra-Fast,3123381.0,70325.16,20155.486,98.8,2.25,2.493423
2019,1,2,5,Appliances,Americas,327,Positive Lock,3995290.0,95834.32,21706.532,93.8,3.0,2.376648
2018,3,8,33,Appliances,Americas,212,Open Barrel Rings & Spades,6187891.0,127928.42,20470.197,96.2,2.5,2.432878
2015,1,1,3,Appliances,Americas,212,Open Barrel Rings & Spades,5525900.0,108526.86,18332.079,98.1,0.75,1.985653
2016,2,6,25,Appliances,Americas,212,Open Barrel Rings & Spades,5750430.0,143671.22,18425.306,93.5,1.0,2.5689022
2015,2,6,25,Appliances,Americas,JJ4,RAST 5 non-IDC,1505020.0,26793.02,17991.348,96.1,0.75,2.1147326
2018,3,9,39,Appliances,Americas,607,DW-All Other Dual Wall,1289982.254,168553.7,20470.197,100.1,2.75,2.461933
2019,2,4,15,Appliances,Americas,212,Open Barrel Rings & Spades,6715400.0,151052.46,21013.085,97.2,3.0,2.407927
2018,4,11,47,Appliances,Americas,213,Miscellaneous Open Barrel Products,5355510.0,82762.18,20687.278,97.5,2.75,2.476794
2015,2,4,16,Appliances,Americas,094,"Pins, Plugs and Receptacles",539522.0,9188.34,17991.348,95.9,0.75,2.0631236
2015,4,10,42,Appliances,Americas,213,Miscellaneous Open Barrel Products,3699000.0,47299.0,18306.96,90.0,0.75,2.3462109
2017,2,6,23,Appliances,Americas,JJ4,RAST 5 non-IDC,1291990.0,35446.81,19148.194,95.0,1.75,2.13853
2015,4,10,41,Appliances,Americas,607,DW-All Other Dual Wall,258727.12,100564.22,18306.96,90.0,0.75,2.3462109
2018,4,11,45,Appliances,Americas,715,Polyolefins ETC,1739032.464,215945.8,20687.278,97.5,2.75,2.476794
2016,2,5,21,Appliances,Americas,715,Polyolefins ETC,2369180.098,279593.53,18425.306,94.7,1.0,2.5711572
2019,1,1,3,Appliances,Americas,217,Ultra-Fast,6083817.0,243879.78,21706.532,91.2,3.0,2.385533
2019,4,11,45,Appliances,Americas,217,Ultra-Fast,7796986.0,335525.25,21531.839,96.8,2.25,2.768217
2019,4,11,48,Appliances,Americas,212,Open Barrel Rings & Spades,6476435.0,205331.48,21531.839,96.8,2.25,2.768217
2018,4,11,46,Appliances,Americas,715,Polyolefins ETC,1918988.737,148534.25,20687.278,97.5,2.75,2.476794
2016,1,3,10,Appliances,Americas,715,Polyolefins ETC,2426895.208,174019.67,18968.041,91.0,1.0,2.531878
2017,4,11,45,Appliances,Americas,715,Polyolefins ETC,1789108.957,164108.28,19561.896,98.5,1.75,2.115031
2019,3,9,39,Appliances,Americas,212,Open Barrel Rings & Spades,9662913.0,256830.96,21272.448,93.2,2.5,2.606767
2015,1,2,5,Appliances,Americas,327,Positive Lock,3599700.0,60602.18,18332.079,95.4,0.75,1.9819969
2016,4,12,50,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,25862564.0,443194.55,18775.459,98.2,1.25,2.594944
2018,4,12,52,Appliances,Americas,217,Ultra-Fast,9675665.0,414853.36,20687.278,98.3,3.0,2.46437
2016,1,3,12,Appliances,Americas,212,Open Barrel Rings & Spades,7419616.0,152588.05,18968.041,91.0,1.0,2.531878
2017,3,8,31,Appliances,Americas,217,Ultra-Fast,10027125.0,446840.67,19304.506,96.8,1.75,2.089832
2019,1,1,2,Appliances,Americas,326,FASTIN-FASTON,1609498.0,62786.78,21706.532,91.2,3.0,2.385533
2019,2,5,20,Appliances,Americas,326,FASTIN-FASTON,1936085.0,56923.12,21013.085,100.0,3.0,2.39723
2015,2,5,21,Appliances,Americas,715,Polyolefins ETC,1989426.858,243827.61,17991.348,90.7,0.75,2.0668869
2018,3,7,28,Appliances,Americas,223,AMPLIVAR,8236764.0,114299.11,20470.197,97.9,2.5,2.519634
2015,2,5,21,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,32903098.0,609607.8,17991.348,90.7,0.75,2.0668869
2017,1,3,11,Appliances,Americas,715,Polyolefins ETC,2295076.655,252223.95,19894.75,96.9,1.5,2.453344
2017,3,8,33,Appliances,Americas,212,Open Barrel Rings & Spades,5127046.0,122430.13,19304.506,96.8,1.75,2.089832
2018,2,4,15,Appliances,Americas,212,Open Barrel Rings & Spades,7191516.0,161439.68,20155.486,98.8,2.25,2.493423
2016,4,12,52,Appliances,Americas,715,Polyolefins ETC,3439425.615,247053.48,18775.459,98.2,1.25,2.594944
2018,3,9,37,Appliances,Americas,100,Economy Power,2548179.0,73543.55,20470.197,100.1,2.75,2.461933
2016,3,7,30,Appliances,Americas,095,Appliance Connectors,471600.0,43576.86,18611.617,90.0,1.0,2.5758512
2018,2,4,14,Appliances,Americas,G31,VAL-U-LOK,1064569.0,18617.34,20155.486,98.8,2.25,2.493423
2018,3,9,39,Appliances,Americas,G59,Appliance Miniature PCB Relays,60706.0,32961.62,20470.197,100.1,2.75,2.461933
2015,4,10,40,Appliances,Americas,239,MICRO MATE-N-LOK,1338343.0,84049.73,18306.96,90.0,0.75,2.3462109
2019,2,6,23,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2779883.0,138257.59,21013.085,98.2,3.0,2.421751
2015,3,9,37,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3057451.0,283385.0,18193.707,87.2,0.75,2.279431
2018,3,9,39,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2243919.0,116610.7,20470.197,100.1,2.75,2.461933
2015,2,4,15,Appliances,Americas,212,Open Barrel Rings & Spades,5480426.0,180538.16,17991.348,95.9,0.75,2.0631236
2017,1,3,10,Appliances,Americas,217,Ultra-Fast,7539510.0,344041.17,19894.75,96.9,1.5,2.453344
2019,2,6,24,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,26697218.0,487187.53,21013.085,98.2,3.0,2.421751
2015,4,12,51,Appliances,Americas,212,Open Barrel Rings & Spades,10548139.0,206697.48,18306.96,92.6,1.0,2.4436874
2016,2,5,22,Appliances,Americas,217,Ultra-Fast,5304835.0,226609.88,18425.306,94.7,1.0,2.5711572
2021,1,1,4,Appliances,Americas,715,Polyolefins ETC,1942422.0,113764.21,24349.121,79.0,0.25,1.517012
2021,2,5,20,Appliances,Americas,715,Polyolefins ETC,1457481.439,109460.42,22313.85,82.9,0.25,2.623164
2022,4,10,43,Appliances,Americas,518,AMP Univ. and Power Double Lock,2353961.0,56181.88,25723.941,59.9,,6.364809
2022,2,4,16,Appliances,Americas,766,DW-ES/Auto Splice Seal,858175.0,193203.49,24740.48,65.2,,4.721803
2020,4,10,41,Appliances,Americas,715,Polyolefins ETC,1670176.805,211205.89,21362.428,81.8,0.25,1.842159
2020,4,11,47,Appliances,Americas,G59,Appliance Miniature PCB Relays,104014.0,40493.16,21362.428,76.9,0.25,1.798587
2020,4,12,49,Appliances,Americas,104,MTA 100 & CSTII 100,4126825.0,149241.99,21362.428,80.7,0.25,1.716599
2020,3,7,27,Appliances,Americas,104,MTA 100 & CSTII 100,5106358.0,156575.86,19636.731,72.5,0.25,2.348857
2020,2,5,18,Appliances,Americas,Z27,Relay T92,18840.0,50329.75,21538.032,72.3,0.25,2.084208
2020,4,11,44,Appliances,Americas,103,MTA & SL 156,5554852.0,351446.94,21362.428,76.9,0.25,1.798587
2022,3,7,28,Appliances,Americas,JJ4,RAST 5 non-IDC,1007950.0,64696.18,25248.476,51.5,,5.625329
2022,2,4,16,Appliances,Americas,G59,Appliance Miniature PCB Relays,39073.0,-16154.72,24740.48,65.2,,4.721803
2020,1,3,10,Appliances,Americas,518,AMP Univ. and Power Double Lock,3030915.0,60473.73,21704.706,89.1,0.25,2.647379
2021,1,2,8,Appliances,Americas,607,DW-All Other Dual Wall,812624.672,125658.07,24349.121,76.8,0.25,1.527009
2021,2,4,17,Appliances,Americas,Z27,Relay T92,5280.0,12650.35,22313.85,88.3,0.25,2.262331
2022,4,12,51,Appliances,Americas,095,Appliance Connectors,243200.0,16577.74,25723.941,59.7,,6.617223
2021,2,5,20,Appliances,Americas,213,Miscellaneous Open Barrel Products,4330325.0,49481.89,22313.85,82.9,0.25,2.623164
2021,2,4,16,Appliances,Americas,G59,Appliance Miniature PCB Relays,136129.0,43271.22,22313.85,88.3,0.25,2.262331
2022,3,7,27,Appliances,Americas,G59,Appliance Miniature PCB Relays,3320.0,-7490.84,25248.476,51.5,,5.625329
2020,3,8,33,Appliances,Americas,213,Miscellaneous Open Barrel Products,2206100.0,27219.89,19636.731,74.1,0.25,2.288978
2020,3,7,30,Appliances,Americas,217,Ultra-Fast,9385162.0,551421.24,19636.731,72.5,0.25,2.348857
2020,1,3,10,Appliances,Americas,217,Ultra-Fast,8313510.0,339584.13,21704.706,89.1,0.25,2.647379
2020,4,11,46,Appliances,Americas,326,FASTIN-FASTON,1143263.0,51062.14,21362.428,76.9,0.25,1.798587
2020,2,5,21,Appliances,Americas,326,FASTIN-FASTON,2185938.0,81784.28,21538.032,72.3,0.25,2.084208
2020,4,10,42,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,18269508.0,733064.88,21362.428,81.8,0.25,1.842159
2018,4,10,41,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,36509.86,20687.278,98.6,2.75,2.414988
2019,4,10,42,Appliances,Americas,223,AMPLIVAR,3316616.0,16722.38,21531.839,95.5,2.25,2.733341
2016,1,1,4,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1327313.0,84008.76,18968.041,92.0,1.0,2.4667222
2018,4,12,49,Appliances,Americas,103,MTA & SL 156,2717718.0,115504.38,20687.278,98.3,3.0,2.46437
2019,1,1,2,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2602295.0,241194.06,21706.532,91.2,3.0,2.385533
2015,3,8,31,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,4081238.0,376270.93,18193.707,91.9,0.75,2.1802398
2017,1,2,9,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1484617.0,116636.35,19894.75,96.3,1.25,2.67446
2018,4,11,48,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2671814.0,289064.79,20687.278,97.5,2.75,2.476794
2019,3,7,30,Appliances,Americas,J35,Power Triple Lock,1293125.0,49024.17,21272.448,98.4,3.0,2.460848
2019,2,6,26,Appliances,Americas,J35,Power Triple Lock,2025700.0,55566.5,21013.085,98.2,3.0,2.421751
2021,4,10,43,Appliances,Americas,766,DW-ES/Auto Splice Seal,2025500.0,162628.65,23550.42,71.7,,3.035619
2021,4,10,41,Appliances,Americas,JJ4,RAST 5 non-IDC,1619383.0,72695.77,23550.42,71.7,,3.035619
2021,3,7,27,Appliances,Americas,766,DW-ES/Auto Splice Seal,957093.0,54407.01,23046.934,81.2,0.25,2.315464
2021,4,12,49,Appliances,Americas,344,Hermetic Cluster Blocks,4249550.0,104626.26,23550.42,70.6,,3.484143
2020,1,1,4,Appliances,Americas,607,DW-All Other Dual Wall,675186.0,183036.02,21704.706,99.8,2.25,2.797067
2020,2,6,25,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,14242744.0,564062.62,21538.032,78.1,0.25,2.058146
2020,1,3,11,Appliances,Americas,G31,VAL-U-LOK,1551124.0,33934.28,21704.706,89.1,0.25,2.647379
2021,2,4,14,Appliances,Americas,G31,VAL-U-LOK,334781.0,8660.83,22313.85,88.3,0.25,2.262331
2022,3,9,39,Appliances,Americas,239,MICRO MATE-N-LOK,677295.0,130300.57,25248.476,58.6,,6.392795
2022,2,5,22,Appliances,Americas,715,Polyolefins ETC,4646411.2,169425.43,24740.48,58.4,,4.985582
2022,3,8,34,Appliances,Americas,G59,Appliance Miniature PCB Relays,242092.0,53090.71,25248.476,58.2,,5.991705
2020,2,5,18,Appliances,Americas,J35,Power Triple Lock,2350970.0,55284.77,21538.032,72.3,0.25,2.084208
2020,1,1,2,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,19151546.0,668759.67,21704.706,99.8,2.25,2.797067
2020,2,4,17,Appliances,Americas,327,Positive Lock,3775975.0,109163.6,21538.032,71.8,0.25,2.226352
2020,4,11,47,Appliances,Americas,223,AMPLIVAR,6312525.0,83830.8,21362.428,76.9,0.25,1.798587
2022,4,12,50,Appliances,Americas,213,Miscellaneous Open Barrel Products,3458524.0,45608.37,25723.941,59.7,,6.617223
2022,1,1,4,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,30521295.0,701862.35,26144.956,67.2,,3.988659
2022,2,5,18,Appliances,Americas,326,FASTIN-FASTON,3755203.0,119663.07,24740.48,58.4,,4.985582
2022,1,1,3,Appliances,Americas,607,DW-All Other Dual Wall,1140376.0,388134.61,26144.956,67.2,,3.988659
2021,2,6,24,Appliances,Americas,223,AMPLIVAR,10029900.0,149962.93,22313.85,85.5,0.25,2.588579
2021,1,2,9,Appliances,Americas,326,FASTIN-FASTON,2438349.0,72104.25,24349.121,76.8,0.25,1.527009
