fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount
2022,4,10,42,Appliances,EMEA,217,Ultra-Fast,526700.000,42258.27
2022,2,5,21,Appliances,EMEA,326,FASTIN-FASTON,2517700.000,130094.00
2022,2,5,21,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,10280805.000,254997.66
2022,1,2,8,Appliances,EMEA,715,Polyolefins ETC,265084.000,150302.79
2022,1,2,6,Appliances,EMEA,224,MAG-MATE,11363952.000,236784.76
2020,3,7,29,Appliances,EMEA,Z34,Relay Special up to 8A,31770.000,7168.26
2022,4,10,43,Appliances,EMEA,Z24,Relay RZ-Series,490725.000,191688.72
2022,1,3,10,Appliances,EMEA,326,FASTIN-FASTON,1505520.000,54501.73
2021,2,5,18,Appliances,EMEA,326,FASTIN-FASTON,1870500.000,98825.31
2021,3,7,28,Appliances,EMEA,326,FASTIN-FASTON,2011200.000,89336.94
2021,2,4,17,Appliances,EMEA,N05,Timer - Terminals,1118150.000,55097.15
2022,1,1,3,Appliances,EMEA,G60,Relay RT-Series,2925.000,1741.49
2021,3,7,30,Appliances,EMEA,Z24,Relay RZ-Series,1053225.000,419449.48
2021,2,4,15,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,665000.000,70371.46
2022,4,12,52,Appliances,EMEA,217,Ultra-Fast,397700.000,37238.99
2022,4,12,49,Appliances,EMEA,217,Ultra-Fast,788500.000,95519.37
2021,2,6,26,Appliances,EMEA,405,RAST 2.5 Connectors,7030068.000,358567.05
2022,1,3,13,Appliances,EMEA,405,RAST 2.5 Connectors,2984096.000,141533.73
2022,3,9,37,Appliances,EMEA,239,MICRO MATE-N-LOK,685972.000,82802.99
2020,3,9,36,Appliances,EMEA,239,MICRO MATE-N-LOK,470183.000,73080.14
2022,4,10,42,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1819200.000,302890.48
2020,2,6,25,Appliances,EMEA,JJ4,RAST 5 non-IDC,1802000.000,142764.47
2021,4,11,44,Appliances,EMEA,Z24,Relay RZ-Series,214300.000,89779.84
2021,1,2,5,Appliances,EMEA,104,MTA 100 & CSTII 100,601975.000,43159.20
2021,1,2,9,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1609000.000,126230.25
2021,4,12,52,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1880254.000,135591.32
2021,4,12,49,Appliances,EMEA,394,RAST 5 Connectors,4335732.000,346243.93
2022,3,7,28,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6596000.000,208308.46
2022,2,5,21,Appliances,EMEA,327,Positive Lock,3058500.000,75654.30
2017,2,5,20,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6197200.000,127940.31
2021,3,7,29,Appliances,EMEA,224,MAG-MATE,6770648.000,188744.96
2021,2,4,15,Appliances,EMEA,239,MICRO MATE-N-LOK,543347.000,67416.67
2022,4,11,47,Appliances,EMEA,405,RAST 2.5 Connectors,2528596.000,167570.67
2021,3,7,28,Appliances,EMEA,Z24,Relay RZ-Series,350900.000,109465.39
2022,2,4,17,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,464600.000,60459.41
2022,4,10,41,Appliances,EMEA,104,MTA 100 & CSTII 100,1741200.000,75016.72
2021,1,2,5,Appliances,EMEA,394,RAST 5 Connectors,5804136.000,478283.85
2021,1,2,9,Appliances,EMEA,394,RAST 5 Connectors,4105420.000,282779.67
2021,2,5,21,Appliances,EMEA,217,Ultra-Fast,793500.000,56439.37
2021,4,10,41,Appliances,EMEA,686,Single Wall Fluoropolymers HP,72125.000,55086.02
2022,1,1,3,Appliances,EMEA,405,RAST 2.5 Connectors,4800056.000,256778.71
2021,4,12,50,Appliances,EMEA,Z24,Relay RZ-Series,372375.000,152721.06
2021,4,10,41,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,1126700.000,93973.85
2021,2,4,15,Appliances,EMEA,104,MTA 100 & CSTII 100,948250.000,57187.20
2022,3,9,39,Appliances,EMEA,N05,Timer - Terminals,636500.000,36183.18
2022,2,5,20,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,6941690.000,362502.38
2022,1,1,4,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5570820.000,348468.06
2022,2,5,18,Appliances,EMEA,104,MTA 100 & CSTII 100,993050.000,62390.73
2020,1,1,1,Appliances,EMEA,Z34,Relay Special up to 8A,139290.000,31777.45
2021,2,4,14,Appliances,EMEA,217,Ultra-Fast,39800.000,3605.91
2021,1,1,4,Appliances,EMEA,A07,Faston Power Relays,113496.000,95499.29
2021,2,4,15,Appliances,EMEA,A07,Faston Power Relays,118026.000,114202.40
2021,1,3,12,Appliances,EMEA,344,Hermetic Cluster Blocks,1971000.000,52220.15
2022,1,3,12,Appliances,EMEA,JK1,RAST Machines,1.000,55323.00
2022,4,11,44,Appliances,EMEA,686,Single Wall Fluoropolymers HP,1941720.000,64628.88
2015,1,2,9,Appliances,EMEA,394,RAST 5 Connectors,4190080.000,361377.64
2018,2,6,23,Appliances,EMEA,394,RAST 5 Connectors,3445380.000,311349.62
2015,1,3,10,Appliances,EMEA,394,RAST 5 Connectors,5445016.000,473012.59
2017,2,6,25,Appliances,EMEA,394,RAST 5 Connectors,2083604.000,186883.91
2017,1,1,3,Appliances,EMEA,394,RAST 5 Connectors,3268464.000,316471.86
2018,3,7,30,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,13582700.000,249181.35
2019,4,12,52,Appliances,EMEA,394,RAST 5 Connectors,3319668.000,258402.97
2019,2,4,16,Appliances,EMEA,394,RAST 5 Connectors,2828264.000,273949.07
2016,1,2,7,Appliances,EMEA,326,FASTIN-FASTON,2162500.000,64506.77
2021,2,5,19,Appliances,EMEA,N02,MQS - Connectors,350860.000,49737.59
2021,4,11,45,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2973700.000,154444.82
2022,1,3,13,Appliances,EMEA,394,RAST 5 Connectors,1836196.000,145449.21
2022,2,6,25,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2376400.000,217112.27
2022,4,11,48,Appliances,EMEA,N05,Timer - Terminals,683400.000,24109.75
2022,3,8,34,Appliances,EMEA,239,MICRO MATE-N-LOK,389671.000,60887.32
2020,1,3,12,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,3627000.000,87672.31
2020,2,5,19,Appliances,EMEA,104,MTA 100 & CSTII 100,1878425.000,36337.45
2020,1,1,1,Appliances,EMEA,326,FASTIN-FASTON,2412300.000,63285.94
2020,4,12,51,Appliances,EMEA,326,FASTIN-FASTON,1481000.000,74155.94
2020,2,4,14,Appliances,EMEA,N05,Timer - Terminals,289400.000,11048.21
2020,2,5,19,Appliances,EMEA,715,Polyolefins ETC,1356455.102,112401.44
2020,3,7,29,Appliances,EMEA,715,Polyolefins ETC,299988.000,88153.26
2020,2,4,14,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,672000.000,24024.39
2017,3,9,39,Appliances,EMEA,715,Polyolefins ETC,348245.650,109208.62
2016,1,2,6,Appliances,EMEA,217,Ultra-Fast,125400.000,9515.75
2019,1,3,13,Appliances,EMEA,327,Positive Lock,1004000.000,26316.56
2021,3,8,34,Appliances,EMEA,715,Polyolefins ETC,544260.800,208674.74
2022,2,5,22,Appliances,EMEA,394,RAST 5 Connectors,5916252.000,500031.60
2020,1,3,10,Appliances,EMEA,715,Polyolefins ETC,231705.987,66357.21
2020,2,4,15,Appliances,EMEA,239,MICRO MATE-N-LOK,729129.000,57484.10
2020,4,11,48,Appliances,EMEA,239,MICRO MATE-N-LOK,326103.000,40979.70
2022,2,4,16,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,10121400.000,267456.35
2021,3,8,31,Appliances,EMEA,326,FASTIN-FASTON,2737900.000,96822.96
2017,1,2,8,Appliances,EMEA,394,RAST 5 Connectors,3060780.000,256053.81
2018,2,5,22,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7994000.000,182883.00
2017,1,1,1,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5313500.000,84344.04
2019,2,5,21,Appliances,EMEA,327,Positive Lock,1583950.000,37306.63
2016,1,2,6,Appliances,EMEA,327,Positive Lock,1733700.000,39975.82
2016,3,9,39,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,10188885.000,238275.48
2019,1,1,1,Appliances,EMEA,394,RAST 5 Connectors,4875312.000,386784.82
2018,1,2,8,Appliances,EMEA,326,FASTIN-FASTON,2180920.000,91434.96
2016,3,9,37,Appliances,EMEA,326,FASTIN-FASTON,1714800.000,77006.25
2016,1,2,9,Appliances,EMEA,JJ4,RAST 5 non-IDC,1627670.000,122683.76
2019,2,6,24,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7100200.000,165854.77
2019,3,8,35,Appliances,EMEA,327,Positive Lock,3684500.000,72067.72
2016,4,10,42,Appliances,EMEA,715,Polyolefins ETC,335036.280,107469.84
2022,1,1,2,Appliances,EMEA,Z34,Relay Special up to 8A,123930.000,30929.74
2022,1,1,4,Appliances,EMEA,224,MAG-MATE,3439800.000,111890.91
2021,2,4,14,Appliances,EMEA,344,Hermetic Cluster Blocks,2771500.000,70639.48
2017,1,3,13,Appliances,EMEA,G59,Appliance Miniature PCB Relays,94000.000,31180.04
2018,1,3,11,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,8008600.000,155354.25
2016,3,7,27,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7070000.000,152475.94
2018,1,2,7,Appliances,EMEA,394,RAST 5 Connectors,4840080.000,385869.39
2017,1,3,10,Appliances,EMEA,326,FASTIN-FASTON,1537700.000,64775.15
2019,1,2,5,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5769500.000,128734.72
2018,3,7,30,Appliances,EMEA,327,Positive Lock,5238200.000,102632.87
2015,1,2,5,Appliances,EMEA,326,FASTIN-FASTON,2765800.000,86381.69
2016,1,3,10,Appliances,EMEA,326,FASTIN-FASTON,3691200.000,99067.56
2016,1,3,12,Appliances,EMEA,327,Positive Lock,3280700.000,91711.36
2015,2,5,22,Appliances,EMEA,217,Ultra-Fast,714600.000,47729.00
2017,3,7,28,Appliances,EMEA,224,MAG-MATE,6382996.000,170056.35
2019,2,5,21,Appliances,EMEA,224,MAG-MATE,2548000.000,45434.57
2016,3,8,31,Appliances,EMEA,217,Ultra-Fast,340800.000,25719.61
2017,3,8,32,Appliances,EMEA,715,Polyolefins ETC,166883.024,69249.92
2018,2,5,18,Appliances,EMEA,G59,Appliance Miniature PCB Relays,99575.000,25939.40
2017,3,8,32,Appliances,EMEA,Z34,Relay Special up to 8A,94260.000,21472.25
2015,4,12,50,Appliances,EMEA,Z34,Relay Special up to 8A,129180.000,31341.50
2019,4,11,48,Appliances,EMEA,JJ4,RAST 5 non-IDC,1311720.000,120213.55
2016,4,11,47,Appliances,EMEA,327,Positive Lock,1649750.000,57369.71
2016,2,6,23,Appliances,EMEA,JJ4,RAST 5 non-IDC,2038300.000,143743.82
2019,2,4,15,Appliances,EMEA,217,Ultra-Fast,390300.000,32700.18
2019,2,6,23,Appliances,EMEA,326,FASTIN-FASTON,3152600.000,129714.49
2015,2,5,22,Appliances,EMEA,JJ4,RAST 5 non-IDC,2086190.000,98722.85
2017,2,6,24,Appliances,EMEA,Z34,Relay Special up to 8A,209520.000,52734.84
2017,4,12,51,Appliances,EMEA,Z34,Relay Special up to 8A,276480.000,63923.91
2019,1,2,6,Appliances,EMEA,G60,Relay RT-Series,23000.000,12554.58
2015,4,11,45,Appliances,EMEA,Z24,Relay RZ-Series,42600.000,20588.66
2018,1,2,8,Appliances,EMEA,607,DW-All Other Dual Wall,154602.000,130413.66
2020,3,9,36,Appliances,EMEA,JJ4,RAST 5 non-IDC,1197000.000,109055.27
2020,2,5,21,Appliances,EMEA,405,RAST 2.5 Connectors,3202424.000,162937.36
2020,4,12,50,Appliances,EMEA,405,RAST 2.5 Connectors,6000652.000,315114.30
2020,1,3,10,Appliances,EMEA,G59,Appliance Miniature PCB Relays,146000.000,46847.33
2020,1,1,2,Appliances,EMEA,G59,Appliance Miniature PCB Relays,95000.000,30375.49
2018,3,8,32,Appliances,EMEA,715,Polyolefins ETC,245033.000,92307.46
2022,1,3,10,Appliances,EMEA,344,Hermetic Cluster Blocks,4711200.000,106636.33
2021,1,2,5,Appliances,EMEA,G60,Relay RT-Series,27550.000,20548.46
2019,4,11,46,Appliances,EMEA,N02,MQS - Connectors,375780.000,29534.02
2019,4,11,45,Appliances,EMEA,104,MTA 100 & CSTII 100,438700.000,48764.07
2016,2,6,24,Appliances,EMEA,715,Polyolefins ETC,386010.600,106918.55
2016,1,2,8,Appliances,EMEA,217,Ultra-Fast,478600.000,23124.81
2018,2,5,21,Appliances,EMEA,686,Single Wall Fluoropolymers HP,8272.000,18230.88
2015,1,3,13,Appliances,EMEA,G59,Appliance Miniature PCB Relays,21000.000,6277.50
2015,2,5,19,Appliances,EMEA,224,MAG-MATE,7444000.000,146630.96
2016,4,11,44,Appliances,EMEA,344,Hermetic Cluster Blocks,1768500.000,57164.79
2022,1,1,2,Appliances,EMEA,Z24,Relay RZ-Series,317802.000,124654.63
2022,4,10,42,Appliances,EMEA,686,Single Wall Fluoropolymers HP,45400.000,40724.52
2021,3,7,29,Appliances,EMEA,405,RAST 2.5 Connectors,6639312.000,317970.43
2015,2,5,21,Appliances,EMEA,N02,MQS - Connectors,113300.000,14185.38
2019,3,9,39,Appliances,EMEA,N02,MQS - Connectors,414560.000,26190.88
2017,3,9,37,Appliances,EMEA,104,MTA 100 & CSTII 100,667900.000,45527.03
2017,2,6,25,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1205100.000,96733.75
2017,3,8,33,Appliances,EMEA,224,MAG-MATE,5576000.000,126203.29
2016,1,3,12,Appliances,EMEA,715,Polyolefins ETC,262889.440,94369.09
2022,2,5,22,Appliances,EMEA,N02,MQS - Connectors,658057.000,50494.18
2022,2,5,21,Appliances,EMEA,217,Ultra-Fast,504700.000,49896.65
2022,2,5,22,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2785311.000,250588.15
2022,4,11,47,Appliances,EMEA,607,DW-All Other Dual Wall,44474.000,41407.82
2021,2,5,20,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7692500.000,182442.65
2021,2,4,16,Appliances,EMEA,N05,Timer - Terminals,1346500.000,57810.18
2021,3,7,27,Appliances,EMEA,715,Polyolefins ETC,458682.000,219087.06
2022,3,8,33,Appliances,EMEA,217,Ultra-Fast,423500.000,43181.53
2022,4,12,49,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,401800.000,27503.30
2020,3,9,37,Appliances,EMEA,G59,Appliance Miniature PCB Relays,21000.000,7261.47
2021,4,11,46,Appliances,EMEA,A07,Faston Power Relays,48144.000,55621.88
2022,3,8,33,Appliances,EMEA,JK1,RAST Machines,1.000,704.73
2019,2,6,24,Appliances,EMEA,N05,Timer - Terminals,1014600.000,29377.57
2016,1,1,1,Appliances,EMEA,N05,Timer - Terminals,586500.000,25271.52
2019,2,5,18,Appliances,EMEA,405,RAST 2.5 Connectors,5266044.000,261824.33
2015,2,6,25,Appliances,EMEA,239,MICRO MATE-N-LOK,400120.000,22254.12
2017,2,6,25,Appliances,EMEA,405,RAST 2.5 Connectors,5655912.000,297930.99
2016,2,5,18,Appliances,EMEA,607,DW-All Other Dual Wall,25589.000,52127.99
2015,1,1,3,Appliances,EMEA,239,MICRO MATE-N-LOK,486315.000,34472.90
2018,2,6,24,Appliances,EMEA,Z24,Relay RZ-Series,514575.000,227412.11
2019,4,11,46,Appliances,EMEA,405,RAST 2.5 Connectors,2256948.000,125298.10
2019,1,1,2,Appliances,EMEA,JK1,RAST Machines,2.000,43493.31
2015,3,8,34,Appliances,EMEA,217,Ultra-Fast,829100.000,44463.82
2017,4,10,43,Appliances,EMEA,607,DW-All Other Dual Wall,55672.000,71678.64
2015,1,2,8,Appliances,EMEA,217,Ultra-Fast,557200.000,31883.93
2016,2,4,15,Appliances,EMEA,405,RAST 2.5 Connectors,8460400.000,435924.58
2022,2,6,24,Appliances,EMEA,G60,Relay RT-Series,18500.000,14824.38
2021,4,12,49,Appliances,EMEA,G60,Relay RT-Series,2125.000,1843.29
2019,2,6,25,Appliances,EMEA,686,Single Wall Fluoropolymers HP,32715.000,41776.34
2018,2,4,15,Appliances,EMEA,686,Single Wall Fluoropolymers HP,35974.720,56899.09
2017,1,1,4,Appliances,EMEA,Z34,Relay Special up to 8A,33600.000,11244.30
2017,3,8,33,Appliances,EMEA,Z34,Relay Special up to 8A,154380.000,37419.99
2015,1,2,9,Appliances,EMEA,Z24,Relay RZ-Series,283672.000,148366.19
2016,3,7,30,Appliances,EMEA,217,Ultra-Fast,146400.000,11147.39
2016,3,7,27,Appliances,EMEA,224,MAG-MATE,2551000.000,55847.56
2021,3,9,36,Appliances,EMEA,607,DW-All Other Dual Wall,323436.000,103825.19
2018,3,8,35,Appliances,EMEA,N02,MQS - Connectors,464623.000,41839.78
2015,1,3,10,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,449900.000,27392.09
2018,2,5,20,Appliances,EMEA,N05,Timer - Terminals,1428100.000,61683.89
2016,3,9,39,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,8335573.000,409853.06
2016,4,11,45,Appliances,EMEA,G60,Relay RT-Series,20500.000,15068.78
2018,4,12,52,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1150900.000,100653.63
2015,4,12,49,Appliances,EMEA,239,MICRO MATE-N-LOK,289161.000,52908.58
2017,2,6,24,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,572000.000,41775.74
2017,2,6,24,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2464748.000,208858.61
2019,2,5,19,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1656100.000,186174.78
2019,1,2,7,Appliances,EMEA,Z24,Relay RZ-Series,910250.000,394375.31
2017,3,9,37,Appliances,EMEA,239,MICRO MATE-N-LOK,657317.000,67305.16
2017,1,2,8,Appliances,EMEA,217,Ultra-Fast,242000.000,13984.71
2018,4,10,40,Appliances,EMEA,N05,Timer - Terminals,336600.000,15651.23
2019,3,8,33,Appliances,EMEA,N05,Timer - Terminals,456850.000,18376.33
2016,1,1,1,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,274551.000,20569.92
2017,4,12,51,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,857950.000,109976.92
2016,2,6,23,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5337440.000,296577.70
2016,2,4,17,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,641500.000,41266.69
2016,1,2,5,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,218458.000,19466.59
2019,2,4,17,Appliances,EMEA,N05,Timer - Terminals,1631250.000,70022.21
2015,1,2,5,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,339950.000,32200.63
2016,3,8,34,Appliances,EMEA,224,MAG-MATE,3087600.000,71432.54
2016,4,11,44,Appliances,EMEA,N02,MQS - Connectors,151700.000,24259.21
2015,3,9,36,Appliances,EMEA,224,MAG-MATE,8268144.000,178141.22
2015,3,9,39,Appliances,EMEA,715,Polyolefins ETC,620584.512,193737.67
2016,3,8,31,Appliances,EMEA,715,Polyolefins ETC,501061.200,81263.82
2016,2,5,21,Appliances,EMEA,G60,Relay RT-Series,25750.000,15534.55
2017,3,9,36,Appliances,EMEA,JK1,RAST Machines,1.000,4673.46
2018,4,11,48,Appliances,EMEA,Z34,Relay Special up to 8A,222780.000,54493.61
2016,3,7,28,Appliances,EMEA,686,Single Wall Fluoropolymers HP,41499.000,40656.76
2021,2,4,17,Appliances,EMEA,239,MICRO MATE-N-LOK,925877.000,47368.88
2021,2,4,14,Appliances,EMEA,104,MTA 100 & CSTII 100,376400.000,19521.53
2022,2,4,14,Appliances,EMEA,104,MTA 100 & CSTII 100,750400.000,87983.06
2021,4,12,51,Appliances,EMEA,Z24,Relay RZ-Series,511925.000,197184.74
2018,4,10,41,Appliances,EMEA,394,RAST 5 Connectors,3932035.000,295981.70
2018,4,11,48,Appliances,EMEA,JJ4,RAST 5 non-IDC,2164610.000,108816.88
2017,1,2,5,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7132500.000,149059.58
2016,3,8,34,Appliances,EMEA,394,RAST 5 Connectors,2595831.000,209782.96
2017,4,12,49,Appliances,EMEA,394,RAST 5 Connectors,3310320.000,287287.49
2015,2,5,21,Appliances,EMEA,715,Polyolefins ETC,250240.244,125394.03
2022,1,3,13,Appliances,EMEA,JK1,RAST Machines,2.000,97951.33
2021,3,9,38,Appliances,EMEA,Z34,Relay Special up to 8A,167490.000,42168.07
2021,3,9,37,Appliances,EMEA,607,DW-All Other Dual Wall,44253.000,60035.80
2020,1,3,13,Appliances,EMEA,Z24,Relay RZ-Series,364000.000,154431.75
2015,3,7,29,Appliances,EMEA,224,MAG-MATE,3573628.000,143896.27
2019,1,3,10,Appliances,EMEA,715,Polyolefins ETC,402438.400,149183.25
2019,2,6,26,Appliances,EMEA,224,MAG-MATE,5903124.000,133167.13
2019,1,2,6,Appliances,EMEA,224,MAG-MATE,3249000.000,82251.31
2019,4,12,52,Appliances,EMEA,104,MTA 100 & CSTII 100,2256500.000,62009.07
2017,2,6,26,Appliances,EMEA,217,Ultra-Fast,810600.000,51700.87
2019,3,7,30,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,442550.000,58951.44
2015,1,1,4,Appliances,EMEA,239,MICRO MATE-N-LOK,440560.000,13999.89
2020,4,10,42,Appliances,EMEA,104,MTA 100 & CSTII 100,291500.000,21232.83
2020,1,1,1,Appliances,EMEA,JK1,RAST Machines,2.000,1705.63
2021,4,10,42,Appliances,EMEA,N02,MQS - Connectors,464472.000,47199.56
2022,4,11,48,Appliances,EMEA,686,Single Wall Fluoropolymers HP,971925.000,37757.75
2016,4,10,42,Appliances,EMEA,Z34,Relay Special up to 8A,85590.000,22639.18
2018,1,1,2,Appliances,EMEA,Z34,Relay Special up to 8A,92160.000,20883.81
2018,1,2,5,Appliances,EMEA,G60,Relay RT-Series,30800.000,20031.10
2018,4,12,49,Appliances,EMEA,G60,Relay RT-Series,50000.000,28078.77
2017,2,4,14,Appliances,EMEA,G60,Relay RT-Series,9950.000,8132.76
2019,2,5,21,Appliances,EMEA,326,FASTIN-FASTON,1989800.000,79982.33
2019,1,2,5,Appliances,EMEA,326,FASTIN-FASTON,2515800.000,82788.48
2018,4,12,52,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2755955.000,173562.42
2015,4,10,43,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3462275.000,125274.29
2019,2,6,24,Appliances,EMEA,104,MTA 100 & CSTII 100,727050.000,41044.51
2019,4,10,43,Appliances,EMEA,104,MTA 100 & CSTII 100,1798925.000,50841.88
2016,3,7,29,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,1080370.000,68876.51
2015,3,8,32,Appliances,EMEA,N05,Timer - Terminals,1657750.000,78623.83
2016,3,9,36,Appliances,EMEA,239,MICRO MATE-N-LOK,98993.000,11561.33
2018,4,11,44,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,556400.000,35817.04
2017,1,2,6,Appliances,EMEA,239,MICRO MATE-N-LOK,356124.000,17270.71
2019,1,2,9,Appliances,EMEA,N05,Timer - Terminals,1254250.000,44521.89
2018,2,6,25,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1792100.000,113753.09
2017,2,4,17,Appliances,EMEA,N05,Timer - Terminals,1285900.000,55114.94
2018,2,5,19,Appliances,EMEA,607,DW-All Other Dual Wall,96596.000,53337.48
2018,4,10,42,Appliances,EMEA,Z34,Relay Special up to 8A,37800.000,13163.12
2015,3,9,37,Appliances,EMEA,Z24,Relay RZ-Series,259960.000,127794.29
2017,3,9,36,Appliances,EMEA,Z24,Relay RZ-Series,124500.000,55417.98
2016,4,11,44,Appliances,EMEA,104,MTA 100 & CSTII 100,424125.000,32988.98
2016,1,1,1,Appliances,EMEA,G59,Appliance Miniature PCB Relays,97025.000,28162.04
2019,4,11,47,Appliances,EMEA,217,Ultra-Fast,225600.000,19834.99
2017,4,10,42,Appliances,EMEA,104,MTA 100 & CSTII 100,622150.000,34562.93
2016,1,3,13,Appliances,EMEA,Z24,Relay RZ-Series,155150.000,77260.33
2020,2,5,22,Appliances,EMEA,G59,Appliance Miniature PCB Relays,232000.000,76500.48
2020,3,9,39,Appliances,EMEA,Z24,Relay RZ-Series,388275.000,170846.62
2017,1,3,12,Appliances,EMEA,G60,Relay RT-Series,10000.000,7385.66
2017,4,11,45,Appliances,EMEA,Z24,Relay RZ-Series,255025.000,110923.92
2015,2,5,19,Appliances,EMEA,Z24,Relay RZ-Series,32050.000,14963.16
2016,2,5,18,Appliances,EMEA,327,Positive Lock,1750700.000,44872.17
2018,3,8,34,Appliances,EMEA,394,RAST 5 Connectors,3783520.000,297206.58
2017,3,9,36,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7013500.000,149834.52
2019,4,10,41,Appliances,EMEA,JJ4,RAST 5 non-IDC,1563680.000,89856.44
2019,3,9,38,Appliances,EMEA,217,Ultra-Fast,92700.000,8270.18
2018,4,10,41,Appliances,EMEA,715,Polyolefins ETC,302224.102,122003.86
2020,1,1,4,Appliances,EMEA,104,MTA 100 & CSTII 100,324800.000,40659.75
2020,1,3,11,Appliances,EMEA,224,MAG-MATE,2629312.000,51728.39
2022,1,3,13,Appliances,EMEA,N02,MQS - Connectors,108200.000,14349.25
2022,1,2,6,Appliances,EMEA,217,Ultra-Fast,268300.000,28994.89
2022,4,11,46,Appliances,EMEA,N05,Timer - Terminals,592650.000,31846.57
2022,2,4,17,Appliances,EMEA,104,MTA 100 & CSTII 100,1197400.000,88329.03
2021,2,6,25,Appliances,EMEA,327,Positive Lock,2573000.000,63868.58
2021,1,2,5,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1264700.000,118092.46
2022,4,11,46,Appliances,EMEA,217,Ultra-Fast,866900.000,67459.79
2022,1,2,6,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4027865.000,259922.08
2022,3,8,33,Appliances,EMEA,327,Positive Lock,2189300.000,57205.91
2022,3,9,38,Appliances,EMEA,JJ4,RAST 5 non-IDC,1170810.000,80491.01
2022,4,12,50,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1046100.000,166820.01
2021,3,7,30,Appliances,EMEA,N02,MQS - Connectors,262346.000,21609.73
2022,4,12,52,Appliances,EMEA,715,Polyolefins ETC,638019.008,208493.63
2022,2,5,19,Appliances,EMEA,715,Polyolefins ETC,399695.953,156172.75
2022,3,9,39,Appliances,EMEA,405,RAST 2.5 Connectors,7946867.000,442174.27
2019,2,6,24,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,416100.000,27356.23
2015,4,10,40,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,503500.000,57359.09
2017,4,12,52,Appliances,EMEA,Z24,Relay RZ-Series,568975.000,252403.78
2018,1,2,5,Appliances,EMEA,N05,Timer - Terminals,571350.000,22364.47
2016,3,8,34,Appliances,EMEA,Z24,Relay RZ-Series,500820.000,235574.39
2019,1,1,1,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,321600.000,20501.83
2017,4,12,50,Appliances,EMEA,405,RAST 2.5 Connectors,4844745.000,267614.96
2019,2,4,17,Appliances,EMEA,Z24,Relay RZ-Series,416000.000,184177.96
